[synthetic_bench] cube n=105 d=3 classes=3654956 merges=105 ...
[pe] round=  0 work=      210 frontier=  6945750 next=  2315250 consolidate=  7.274ms frontier=  3.561ms semisort= 79.315ms (keyed= 0.000ms group_by= 46.259ms per_group=10.817ms)
[pe] round=  1 work=  2315250 frontier=  2315250 next=   808056 consolidate= 33.207ms frontier=  9.559ms semisort= 31.092ms (keyed= 0.000ms group_by= 11.128ms per_group= 4.457ms)
[pe] round=  2 work=   808056 frontier=   808056 next=   354294 consolidate= 16.813ms frontier=  4.729ms semisort= 11.885ms (keyed= 0.000ms group_by=  3.285ms per_group= 2.259ms)
[pe] round=  3 work=   354294 frontier=   354294 next=   118098 consolidate=  8.348ms frontier=  2.730ms semisort=  6.128ms (keyed= 0.000ms group_by=  1.399ms per_group= 0.726ms)
[pe] round=  4 work=   118098 frontier=   118098 next=    39366 consolidate=  3.204ms frontier=  0.862ms semisort= 13.556ms (keyed= 0.000ms group_by= 12.100ms per_group= 0.332ms)
[pe] round=  5 work=    39366 frontier=    39366 next=    13122 consolidate=  1.010ms frontier=  0.400ms semisort=  4.970ms (keyed= 0.000ms group_by=  4.389ms per_group= 0.163ms)
[pe] round=  6 work=    13122 frontier=    13122 next=     4374 consolidate=  1.270ms frontier=  0.474ms semisort=  1.687ms (keyed= 0.000ms group_by=  0.981ms per_group= 0.458ms)
[pe] round=  7 work=     4374 frontier=     4374 next=     1458 consolidate=  0.329ms frontier=  0.187ms semisort=  0.598ms (keyed= 0.000ms group_by=  0.375ms per_group= 0.057ms)
[pe] round=  8 work=     1458 frontier=     1458 next=      486 consolidate=  0.155ms frontier=  0.091ms semisort=  0.256ms (keyed= 0.000ms group_by=  0.103ms per_group= 0.049ms)
[pe] round=  9 work=      486 frontier=      486 next=      162 consolidate=  0.091ms frontier=  0.053ms semisort=  0.146ms (keyed= 0.000ms group_by=  0.053ms per_group= 0.029ms)
[pe] round= 10 work=      162 frontier=      162 next=       54 consolidate=  0.080ms frontier=  0.028ms semisort=  0.066ms (keyed= 0.001ms group_by=  0.017ms per_group= 0.017ms)
[pe] round= 11 work=       54 frontier=       54 next=       18 consolidate=  0.045ms frontier=  0.010ms semisort=  0.031ms (keyed= 0.000ms group_by=  0.010ms per_group= 0.006ms)
[pe] round= 12 work=       18 frontier=       18 next=        6 consolidate=  0.040ms frontier=  0.005ms semisort=  0.012ms (keyed= 0.000ms group_by=  0.007ms per_group= 0.002ms)
[pe] round= 13 work=        6 frontier=        6 next=        2 consolidate=  0.019ms frontier=  0.003ms semisort=  0.008ms (keyed= 0.000ms group_by=  0.005ms per_group= 0.001ms)
[pe] round= 14 work=        2 frontier=        0 next=        0 consolidate=  0.005ms frontier=  0.001ms semisort=  0.000ms (break)
[pe] round=  0 work=      210 frontier=  6945750 next=  2315250 consolidate=  0.779ms frontier=  1.450ms semisort= 49.674ms (keyed= 0.000ms group_by= 21.373ms per_group=10.094ms)
[pe] round=  1 work=  2315250 frontier=  2315250 next=   808056 consolidate= 31.075ms frontier=  9.272ms semisort= 25.419ms (keyed= 0.000ms group_by=  7.497ms per_group= 3.661ms)
[pe] round=  2 work=   808056 frontier=   808056 next=   354294 consolidate= 22.224ms frontier= 14.223ms semisort= 17.184ms (keyed= 0.000ms group_by=  2.406ms per_group= 8.287ms)
