workload,parlay_threads,round,work,frontier,next,consolidate_ms,frontier_ms,semisort_ms,keyed_ms,group_by_ms,per_group_ms
cube_d2_k5,1,0,10,750,250,0.175,0.005,0.159,0.000,0.069,0.043
cube_d2_k5,1,1,250,250,122,0.091,0.015,0.053,0.000,0.021,0.015
cube_d2_k5,1,2,122,122,64,0.045,0.008,0.029,0.000,0.012,0.008
cube_d2_k5,1,3,64,64,32,0.025,0.005,0.017,0.000,0.007,0.005
cube_d2_k5,1,4,32,32,16,0.013,0.003,0.011,0.000,0.005,0.003
cube_d2_k5,1,5,16,16,8,0.007,0.002,0.007,0.000,0.004,0.002
cube_d2_k5,1,6,8,8,4,0.004,0.001,0.005,0.000,0.003,0.001
cube_d2_k5,1,7,4,4,2,0.003,0.001,0.006,0.000,0.003,0.001
cube_d2_k5,1,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,1,0,10,750,250,0.005,0.002,0.121,0.000,0.046,0.031
cube_d2_k5,1,1,250,250,122,0.090,0.014,0.052,0.000,0.021,0.015
cube_d2_k5,1,2,122,122,64,0.045,0.007,0.029,0.000,0.011,0.008
cube_d2_k5,1,3,64,64,32,0.025,0.005,0.017,0.000,0.007,0.005
cube_d2_k5,1,4,32,32,16,0.013,0.003,0.011,0.000,0.005,0.003
cube_d2_k5,1,5,16,16,8,0.007,0.002,0.007,0.000,0.004,0.002
cube_d2_k5,1,6,8,8,4,0.004,0.001,0.006,0.000,0.003,0.001
cube_d2_k5,1,7,4,4,2,0.003,0.001,0.005,0.000,0.003,0.001
cube_d2_k5,1,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,1,0,10,750,250,0.007,0.002,0.148,0.000,0.057,0.039
cube_d2_k5,1,1,250,250,122,0.088,0.013,0.061,0.000,0.030,0.015
cube_d2_k5,1,2,122,122,64,0.045,0.007,0.029,0.000,0.012,0.008
cube_d2_k5,1,3,64,64,32,0.024,0.004,0.017,0.000,0.007,0.005
cube_d2_k5,1,4,32,32,16,0.013,0.003,0.010,0.000,0.005,0.003
cube_d2_k5,1,5,16,16,8,0.007,0.002,0.007,0.000,0.004,0.002
cube_d2_k5,1,6,8,8,4,0.004,0.001,0.005,0.000,0.003,0.001
cube_d2_k5,1,7,4,4,2,0.003,0.001,0.004,0.000,0.002,0.000
cube_d2_k5,1,8,2,0,0,0.002,0.000,0.000,,,
cube_d2_k5,1,0,10,750,250,0.005,0.002,0.120,0.000,0.045,0.031
cube_d2_k5,1,1,250,250,122,0.095,0.016,0.064,0.000,0.026,0.019
cube_d2_k5,1,2,122,122,64,0.056,0.009,0.035,0.000,0.014,0.010
cube_d2_k5,1,3,64,64,32,0.027,0.004,0.017,0.000,0.007,0.005
cube_d2_k5,1,4,32,32,16,0.013,0.003,0.011,0.000,0.005,0.003
cube_d2_k5,1,5,16,16,8,0.007,0.002,0.007,0.000,0.004,0.002
cube_d2_k5,1,6,8,8,4,0.004,0.001,0.005,0.000,0.003,0.001
cube_d2_k5,1,7,4,4,2,0.003,0.001,0.004,0.000,0.002,0.000
cube_d2_k5,1,8,2,0,0,0.002,0.000,0.000,,,
cube_d2_k5,1,0,10,750,250,0.005,0.002,0.120,0.000,0.045,0.031
cube_d2_k5,1,1,250,250,122,0.088,0.013,0.051,0.000,0.021,0.015
cube_d2_k5,1,2,122,122,64,0.045,0.007,0.028,0.000,0.012,0.008
cube_d2_k5,1,3,64,64,32,0.024,0.004,0.016,0.000,0.007,0.005
cube_d2_k5,1,4,32,32,16,0.013,0.003,0.010,0.000,0.005,0.003
cube_d2_k5,1,5,16,16,8,0.007,0.002,0.007,0.000,0.004,0.002
cube_d2_k5,1,6,8,8,4,0.004,0.001,0.005,0.000,0.003,0.001
cube_d2_k5,1,7,4,4,2,0.003,0.001,0.004,0.000,0.002,0.000
cube_d2_k5,1,8,2,0,0,0.002,0.000,0.000,,,
cube_d2_k5,1,0,10,750,250,0.005,0.002,0.120,0.000,0.046,0.031
cube_d2_k5,1,1,250,250,122,0.089,0.013,0.051,0.000,0.020,0.015
cube_d2_k5,1,2,122,122,64,0.045,0.007,0.028,0.000,0.011,0.008
cube_d2_k5,1,3,64,64,32,0.027,0.004,0.016,0.000,0.007,0.005
cube_d2_k5,1,4,32,32,16,0.013,0.003,0.011,0.000,0.005,0.003
cube_d2_k5,1,5,16,16,8,0.007,0.002,0.007,0.000,0.004,0.002
cube_d2_k5,1,6,8,8,4,0.004,0.001,0.005,0.000,0.003,0.001
cube_d2_k5,1,7,4,4,2,0.003,0.001,0.004,0.000,0.002,0.000
cube_d2_k5,1,8,2,0,0,0.002,0.000,0.000,,,
cube_d2_k5,2,0,10,750,250,0.178,0.005,0.308,0.000,0.193,0.056
cube_d2_k5,2,1,250,250,122,0.124,0.021,0.079,0.000,0.024,0.024
cube_d2_k5,2,2,122,122,64,0.055,0.009,0.034,0.000,0.012,0.009
cube_d2_k5,2,3,64,64,32,0.029,0.007,0.018,0.000,0.008,0.005
cube_d2_k5,2,4,32,32,16,0.017,0.003,0.011,0.000,0.005,0.003
cube_d2_k5,2,5,16,16,8,0.008,0.002,0.007,0.000,0.004,0.002
cube_d2_k5,2,6,8,8,4,0.004,0.001,0.005,0.000,0.003,0.001
cube_d2_k5,2,7,4,4,2,0.003,0.001,0.008,0.000,0.003,0.001
cube_d2_k5,2,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,2,0,10,750,250,0.005,0.002,0.144,0.000,0.049,0.040
cube_d2_k5,2,1,250,250,122,0.102,0.020,0.071,0.000,0.022,0.021
cube_d2_k5,2,2,122,122,64,0.057,0.011,0.034,0.000,0.013,0.009
cube_d2_k5,2,3,64,64,32,0.029,0.006,0.018,0.000,0.007,0.005
cube_d2_k5,2,4,32,32,16,0.015,0.003,0.011,0.000,0.005,0.003
cube_d2_k5,2,5,16,16,8,0.009,0.002,0.007,0.000,0.004,0.002
cube_d2_k5,2,6,8,8,4,0.004,0.001,0.005,0.000,0.003,0.001
cube_d2_k5,2,7,4,4,2,0.003,0.001,0.004,0.000,0.003,0.000
cube_d2_k5,2,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,2,0,10,750,250,0.007,0.003,0.161,0.000,0.059,0.044
cube_d2_k5,2,1,250,250,122,0.105,0.022,0.074,0.000,0.024,0.021
cube_d2_k5,2,2,122,122,64,0.055,0.009,0.034,0.000,0.012,0.009
cube_d2_k5,2,3,64,64,32,0.027,0.006,0.018,0.000,0.007,0.005
cube_d2_k5,2,4,32,32,16,0.016,0.003,0.011,0.000,0.005,0.003
cube_d2_k5,2,5,16,16,8,0.008,0.002,0.007,0.000,0.004,0.002
cube_d2_k5,2,6,8,8,4,0.004,0.001,0.005,0.000,0.003,0.001
cube_d2_k5,2,7,4,4,2,0.003,0.001,0.004,0.000,0.003,0.000
cube_d2_k5,2,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,2,0,10,750,250,0.005,0.002,0.167,0.000,0.058,0.047
cube_d2_k5,2,1,250,250,122,0.114,0.020,0.076,0.000,0.020,0.027
cube_d2_k5,2,2,122,122,64,0.052,0.009,0.034,0.000,0.012,0.009
cube_d2_k5,2,3,64,64,32,0.026,0.007,0.017,0.000,0.008,0.005
cube_d2_k5,2,4,32,32,16,0.016,0.003,0.011,0.000,0.005,0.003
cube_d2_k5,2,5,16,16,8,0.007,0.002,0.007,0.000,0.004,0.002
cube_d2_k5,2,6,8,8,4,0.005,0.001,0.005,0.000,0.003,0.001
cube_d2_k5,2,7,4,4,2,0.003,0.001,0.004,0.000,0.002,0.000
cube_d2_k5,2,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,2,0,10,750,250,0.005,0.002,0.151,0.000,0.050,0.042
cube_d2_k5,2,1,250,250,122,0.095,0.023,0.078,0.000,0.024,0.023
cube_d2_k5,2,2,122,122,64,0.054,0.009,0.034,0.000,0.013,0.008
cube_d2_k5,2,3,64,64,32,0.028,0.007,0.017,0.000,0.007,0.005
cube_d2_k5,2,4,32,32,16,0.017,0.004,0.011,0.000,0.005,0.003
cube_d2_k5,2,5,16,16,8,0.009,0.002,0.007,0.000,0.004,0.002
cube_d2_k5,2,6,8,8,4,0.004,0.001,0.005,0.000,0.003,0.001
cube_d2_k5,2,7,4,4,2,0.003,0.001,0.004,0.000,0.003,0.000
cube_d2_k5,2,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,2,0,10,750,250,0.005,0.002,0.149,0.000,0.047,0.044
cube_d2_k5,2,1,250,250,122,0.105,0.023,0.085,0.000,0.024,0.026
cube_d2_k5,2,2,122,122,64,0.061,0.011,0.042,0.000,0.015,0.011
cube_d2_k5,2,3,64,64,32,0.034,0.006,0.021,0.000,0.009,0.006
cube_d2_k5,2,4,32,32,16,0.016,0.003,0.011,0.000,0.005,0.003
cube_d2_k5,2,5,16,16,8,0.008,0.002,0.007,0.000,0.004,0.002
cube_d2_k5,2,6,8,8,4,0.004,0.001,0.005,0.000,0.003,0.001
cube_d2_k5,2,7,4,4,2,0.003,0.001,0.004,0.000,0.002,0.000
cube_d2_k5,2,8,2,0,0,0.002,0.000,0.000,,,
cube_d2_k5,4,0,10,750,250,0.378,0.006,0.243,0.000,0.076,0.114
cube_d2_k5,4,1,250,250,122,0.229,0.023,0.082,0.000,0.026,0.022
cube_d2_k5,4,2,122,122,64,0.056,0.022,0.034,0.000,0.013,0.011
cube_d2_k5,4,3,64,64,32,0.038,0.014,0.018,0.000,0.007,0.005
cube_d2_k5,4,4,32,32,16,0.031,0.004,0.012,0.000,0.005,0.003
cube_d2_k5,4,5,16,16,8,0.011,0.003,0.009,0.000,0.005,0.002
cube_d2_k5,4,6,8,8,4,0.006,0.001,0.005,0.000,0.003,0.001
cube_d2_k5,4,7,4,4,2,0.004,0.001,0.009,0.000,0.003,0.001
cube_d2_k5,4,8,2,0,0,0.003,0.001,0.000,,,
cube_d2_k5,4,0,10,750,250,0.006,0.003,0.153,0.000,0.052,0.044
cube_d2_k5,4,1,250,250,122,0.086,0.028,0.079,0.000,0.022,0.022
cube_d2_k5,4,2,122,122,64,0.067,0.013,0.033,0.000,0.012,0.009
cube_d2_k5,4,3,64,64,32,0.029,0.013,0.018,0.000,0.008,0.005
cube_d2_k5,4,4,32,32,16,0.026,0.003,0.011,0.000,0.005,0.003
cube_d2_k5,4,5,16,16,8,0.009,0.002,0.007,0.000,0.004,0.002
cube_d2_k5,4,6,8,8,4,0.005,0.001,0.005,0.000,0.003,0.001
cube_d2_k5,4,7,4,4,2,0.003,0.001,0.004,0.000,0.002,0.000
cube_d2_k5,4,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,4,0,10,750,250,0.005,0.003,0.152,0.000,0.057,0.040
cube_d2_k5,4,1,250,250,122,0.081,0.032,0.073,0.000,0.024,0.021
cube_d2_k5,4,2,122,122,64,0.053,0.024,0.047,0.000,0.014,0.015
cube_d2_k5,4,3,64,64,32,0.040,0.012,0.019,0.000,0.007,0.005
cube_d2_k5,4,4,32,32,16,0.024,0.003,0.012,0.000,0.005,0.003
cube_d2_k5,4,5,16,16,8,0.011,0.003,0.008,0.000,0.004,0.002
cube_d2_k5,4,6,8,8,4,0.006,0.001,0.005,0.000,0.003,0.001
cube_d2_k5,4,7,4,4,2,0.003,0.001,0.004,0.000,0.002,0.000
cube_d2_k5,4,8,2,0,0,0.002,0.000,0.000,,,
cube_d2_k5,4,0,10,750,250,0.005,0.003,0.142,0.000,0.056,0.033
cube_d2_k5,4,1,250,250,122,0.091,0.030,0.080,0.000,0.023,0.019
cube_d2_k5,4,2,122,122,64,0.046,0.021,0.036,0.000,0.012,0.010
cube_d2_k5,4,3,64,64,32,0.036,0.014,0.018,0.000,0.007,0.005
cube_d2_k5,4,4,32,32,16,0.023,0.003,0.011,0.000,0.005,0.003
cube_d2_k5,4,5,16,16,8,0.011,0.003,0.007,0.000,0.004,0.002
cube_d2_k5,4,6,8,8,4,0.006,0.001,0.005,0.000,0.003,0.001
cube_d2_k5,4,7,4,4,2,0.003,0.001,0.004,0.000,0.002,0.000
cube_d2_k5,4,8,2,0,0,0.002,0.000,0.000,,,
cube_d2_k5,4,0,10,750,250,0.005,0.002,0.138,0.000,0.050,0.036
cube_d2_k5,4,1,250,250,122,0.081,0.030,0.085,0.000,0.026,0.028
cube_d2_k5,4,2,122,122,64,0.068,0.013,0.042,0.000,0.012,0.011
cube_d2_k5,4,3,64,64,32,0.032,0.016,0.030,0.000,0.008,0.010
cube_d2_k5,4,4,32,32,16,0.031,0.004,0.012,0.000,0.006,0.003
cube_d2_k5,4,5,16,16,8,0.011,0.003,0.008,0.000,0.004,0.002
cube_d2_k5,4,6,8,8,4,0.005,0.001,0.005,0.000,0.003,0.001
cube_d2_k5,4,7,4,4,2,0.003,0.001,0.004,0.000,0.002,0.000
cube_d2_k5,4,8,2,0,0,0.002,0.000,0.000,,,
cube_d2_k5,4,0,10,750,250,0.005,0.003,0.151,0.000,0.059,0.034
cube_d2_k5,4,1,250,250,122,0.092,0.032,0.082,0.000,0.023,0.022
cube_d2_k5,4,2,122,122,64,0.053,0.020,0.037,0.000,0.013,0.011
cube_d2_k5,4,3,64,64,32,0.034,0.012,0.018,0.000,0.007,0.005
cube_d2_k5,4,4,32,32,16,0.029,0.005,0.012,0.000,0.005,0.003
cube_d2_k5,4,5,16,16,8,0.010,0.002,0.007,0.000,0.004,0.002
cube_d2_k5,4,6,8,8,4,0.005,0.001,0.006,0.000,0.003,0.001
cube_d2_k5,4,7,4,4,2,0.003,0.001,0.004,0.000,0.002,0.000
cube_d2_k5,4,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,8,0,10,750,250,0.187,0.005,0.683,0.000,0.555,0.062
cube_d2_k5,8,1,250,250,122,0.150,0.036,0.085,0.000,0.021,0.029
cube_d2_k5,8,2,122,122,64,0.063,0.024,0.049,0.000,0.014,0.015
cube_d2_k5,8,3,64,64,32,0.053,0.016,0.047,0.000,0.008,0.026
cube_d2_k5,8,4,32,32,16,0.027,0.003,0.014,0.000,0.005,0.003
cube_d2_k5,8,5,16,16,8,0.011,0.004,0.008,0.000,0.004,0.002
cube_d2_k5,8,6,8,8,4,0.007,0.002,0.006,0.000,0.003,0.001
cube_d2_k5,8,7,4,4,2,0.003,0.001,0.008,0.000,0.003,0.001
cube_d2_k5,8,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,8,0,10,750,250,0.005,0.003,0.155,0.000,0.061,0.039
cube_d2_k5,8,1,250,250,122,0.078,0.031,0.083,0.000,0.026,0.023
cube_d2_k5,8,2,122,122,64,0.069,0.022,0.049,0.000,0.015,0.014
cube_d2_k5,8,3,64,64,32,0.037,0.014,0.028,0.000,0.008,0.008
cube_d2_k5,8,4,32,32,16,0.028,0.006,0.012,0.000,0.005,0.003
cube_d2_k5,8,5,16,16,8,0.011,0.002,0.008,0.000,0.004,0.002
cube_d2_k5,8,6,8,8,4,0.005,0.001,0.006,0.000,0.003,0.001
cube_d2_k5,8,7,4,4,2,0.003,0.001,0.004,0.000,0.003,0.000
cube_d2_k5,8,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,8,0,10,750,250,0.005,0.003,0.147,0.000,0.058,0.039
cube_d2_k5,8,1,250,250,122,0.073,0.029,0.076,0.000,0.023,0.023
cube_d2_k5,8,2,122,122,64,0.062,0.021,0.049,0.000,0.013,0.016
cube_d2_k5,8,3,64,64,32,0.033,0.015,0.029,0.000,0.007,0.009
cube_d2_k5,8,4,32,32,16,0.022,0.008,0.013,0.000,0.005,0.004
cube_d2_k5,8,5,16,16,8,0.014,0.004,0.008,0.000,0.004,0.002
cube_d2_k5,8,6,8,8,4,0.013,0.002,0.005,0.000,0.003,0.001
cube_d2_k5,8,7,4,4,2,0.003,0.001,0.004,0.000,0.003,0.000
cube_d2_k5,8,8,2,0,0,0.002,0.000,0.000,,,
cube_d2_k5,8,0,10,750,250,0.005,0.003,0.138,0.000,0.058,0.038
cube_d2_k5,8,1,250,250,122,0.074,0.029,0.081,0.000,0.024,0.024
cube_d2_k5,8,2,122,122,64,0.059,0.021,0.047,0.000,0.014,0.015
cube_d2_k5,8,3,64,64,32,0.042,0.011,0.034,0.000,0.008,0.011
cube_d2_k5,8,4,32,32,16,0.022,0.006,0.015,0.000,0.005,0.005
cube_d2_k5,8,5,16,16,8,0.013,0.003,0.008,0.000,0.004,0.002
cube_d2_k5,8,6,8,8,4,0.007,0.002,0.006,0.000,0.003,0.001
cube_d2_k5,8,7,4,4,2,0.003,0.001,0.004,0.000,0.003,0.000
cube_d2_k5,8,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,8,0,10,750,250,0.005,0.003,0.152,0.000,0.057,0.042
cube_d2_k5,8,1,250,250,122,0.081,0.032,0.069,0.000,0.022,0.022
cube_d2_k5,8,2,122,122,64,0.053,0.021,0.048,0.000,0.014,0.016
cube_d2_k5,8,3,64,64,32,0.035,0.013,0.031,0.000,0.008,0.010
cube_d2_k5,8,4,32,32,16,0.019,0.006,0.014,0.000,0.006,0.004
cube_d2_k5,8,5,16,16,8,0.012,0.004,0.008,0.000,0.004,0.002
cube_d2_k5,8,6,8,8,4,0.009,0.003,0.005,0.000,0.003,0.001
cube_d2_k5,8,7,4,4,2,0.003,0.001,0.004,0.000,0.003,0.000
cube_d2_k5,8,8,2,0,0,0.002,0.000,0.000,,,
cube_d2_k5,8,0,10,750,250,0.005,0.003,0.144,0.000,0.059,0.038
cube_d2_k5,8,1,250,250,122,0.092,0.028,0.079,0.000,0.023,0.024
cube_d2_k5,8,2,122,122,64,0.055,0.021,0.049,0.000,0.013,0.016
cube_d2_k5,8,3,64,64,32,0.031,0.015,0.031,0.000,0.007,0.011
cube_d2_k5,8,4,32,32,16,0.020,0.007,0.014,0.000,0.006,0.005
cube_d2_k5,8,5,16,16,8,0.011,0.005,0.009,0.000,0.004,0.002
cube_d2_k5,8,6,8,8,4,0.008,0.002,0.006,0.000,0.003,0.001
cube_d2_k5,8,7,4,4,2,0.004,0.001,0.004,0.000,0.002,0.000
cube_d2_k5,8,8,2,0,0,0.002,0.000,0.000,,,
cube_d2_k5,16,0,10,750,250,0.582,0.015,0.313,0.000,0.178,0.060
cube_d2_k5,16,1,250,250,122,0.491,0.035,0.080,0.000,0.026,0.021
cube_d2_k5,16,2,122,122,64,0.045,0.021,0.047,0.000,0.012,0.014
cube_d2_k5,16,3,64,64,32,0.031,0.015,0.021,0.000,0.008,0.006
cube_d2_k5,16,4,32,32,16,0.017,0.006,0.012,0.000,0.006,0.003
cube_d2_k5,16,5,16,16,8,0.010,0.003,0.008,0.000,0.004,0.002
cube_d2_k5,16,6,8,8,4,0.006,0.001,0.006,0.000,0.003,0.001
cube_d2_k5,16,7,4,4,2,0.003,0.001,0.007,0.000,0.003,0.001
cube_d2_k5,16,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,16,0,10,750,250,0.006,0.003,0.137,0.000,0.051,0.036
cube_d2_k5,16,1,250,250,122,0.067,0.036,0.077,0.000,0.024,0.022
cube_d2_k5,16,2,122,122,64,0.044,0.026,0.049,0.000,0.013,0.015
cube_d2_k5,16,3,64,64,32,0.029,0.009,0.025,0.000,0.008,0.006
cube_d2_k5,16,4,32,32,16,0.017,0.007,0.013,0.000,0.006,0.003
cube_d2_k5,16,5,16,16,8,0.011,0.004,0.008,0.000,0.004,0.002
cube_d2_k5,16,6,8,8,4,0.009,0.002,0.006,0.000,0.003,0.001
cube_d2_k5,16,7,4,4,2,0.003,0.001,0.004,0.000,0.003,0.000
cube_d2_k5,16,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,16,0,10,750,250,0.005,0.003,0.306,0.000,0.218,0.035
cube_d2_k5,16,1,250,250,122,0.080,0.033,0.075,0.000,0.024,0.019
cube_d2_k5,16,2,122,122,64,0.039,0.015,0.049,0.000,0.013,0.014
cube_d2_k5,16,3,64,64,32,0.027,0.008,0.021,0.000,0.007,0.005
cube_d2_k5,16,4,32,32,16,0.018,0.006,0.012,0.000,0.005,0.003
cube_d2_k5,16,5,16,16,8,0.012,0.003,0.008,0.000,0.004,0.002
cube_d2_k5,16,6,8,8,4,0.008,0.003,0.006,0.000,0.003,0.001
cube_d2_k5,16,7,4,4,2,0.003,0.001,0.004,0.000,0.003,0.000
cube_d2_k5,16,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,16,0,10,750,250,0.005,0.003,0.140,0.000,0.044,0.041
cube_d2_k5,16,1,250,250,122,0.097,0.032,0.085,0.000,0.025,0.021
cube_d2_k5,16,2,122,122,64,0.040,0.020,0.048,0.000,0.013,0.014
cube_d2_k5,16,3,64,64,32,0.030,0.009,0.031,0.000,0.008,0.009
cube_d2_k5,16,4,32,32,16,0.017,0.006,0.016,0.000,0.005,0.003
cube_d2_k5,16,5,16,16,8,0.009,0.002,0.008,0.000,0.004,0.002
cube_d2_k5,16,6,8,8,4,0.005,0.001,0.006,0.000,0.003,0.001
cube_d2_k5,16,7,4,4,2,0.003,0.001,0.004,0.000,0.003,0.000
cube_d2_k5,16,8,2,0,0,0.002,0.000,0.000,,,
cube_d2_k5,16,0,10,750,250,0.005,0.002,0.131,0.000,0.044,0.034
cube_d2_k5,16,1,250,250,122,0.073,0.034,0.077,0.000,0.025,0.020
cube_d2_k5,16,2,122,122,64,0.039,0.018,0.045,0.000,0.012,0.014
cube_d2_k5,16,3,64,64,32,0.025,0.015,0.026,0.000,0.008,0.006
cube_d2_k5,16,4,32,32,16,0.016,0.006,0.012,0.000,0.005,0.003
cube_d2_k5,16,5,16,16,8,0.012,0.003,0.008,0.000,0.004,0.002
cube_d2_k5,16,6,8,8,4,0.007,0.001,0.006,0.000,0.003,0.001
cube_d2_k5,16,7,4,4,2,0.003,0.001,0.004,0.000,0.003,0.000
cube_d2_k5,16,8,2,0,0,0.002,0.000,0.000,,,
cube_d2_k5,16,0,10,750,250,0.005,0.003,0.140,0.000,0.044,0.035
cube_d2_k5,16,1,250,250,122,0.078,0.031,0.094,0.000,0.027,0.022
cube_d2_k5,16,2,122,122,64,0.041,0.020,0.044,0.000,0.012,0.013
cube_d2_k5,16,3,64,64,32,0.024,0.014,0.026,0.000,0.008,0.006
cube_d2_k5,16,4,32,32,16,0.017,0.006,0.013,0.000,0.005,0.003
cube_d2_k5,16,5,16,16,8,0.013,0.003,0.008,0.000,0.004,0.002
cube_d2_k5,16,6,8,8,4,0.009,0.002,0.006,0.000,0.003,0.001
cube_d2_k5,16,7,4,4,2,0.003,0.001,0.005,0.000,0.003,0.000
cube_d2_k5,16,8,2,0,0,0.002,0.000,0.000,,,
cube_d2_k5,32,0,10,750,250,0.491,0.006,1.823,0.000,1.695,0.058
cube_d2_k5,32,1,250,250,122,0.052,0.035,0.072,0.000,0.026,0.018
cube_d2_k5,32,2,122,122,64,0.038,0.020,0.045,0.000,0.012,0.014
cube_d2_k5,32,3,64,64,32,0.023,0.010,0.020,0.000,0.008,0.006
cube_d2_k5,32,4,32,32,16,0.018,0.006,0.012,0.000,0.006,0.003
cube_d2_k5,32,5,16,16,8,0.010,0.002,0.008,0.000,0.004,0.002
cube_d2_k5,32,6,8,8,4,0.005,0.001,0.006,0.000,0.003,0.001
cube_d2_k5,32,7,4,4,2,0.003,0.001,0.007,0.000,0.003,0.001
cube_d2_k5,32,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,32,0,10,750,250,0.005,0.003,0.131,0.000,0.044,0.033
cube_d2_k5,32,1,250,250,122,0.057,0.033,0.073,0.000,0.022,0.020
cube_d2_k5,32,2,122,122,64,0.038,0.023,0.044,0.000,0.012,0.014
cube_d2_k5,32,3,64,64,32,0.022,0.013,0.019,0.000,0.007,0.005
cube_d2_k5,32,4,32,32,16,0.016,0.006,0.013,0.000,0.006,0.003
cube_d2_k5,32,5,16,16,8,0.010,0.003,0.008,0.000,0.004,0.002
cube_d2_k5,32,6,8,8,4,0.006,0.002,0.006,0.000,0.003,0.001
cube_d2_k5,32,7,4,4,2,0.003,0.001,0.004,0.000,0.003,0.000
cube_d2_k5,32,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,32,0,10,750,250,0.149,0.003,0.131,0.000,0.046,0.034
cube_d2_k5,32,1,250,250,122,0.060,0.032,0.073,0.000,0.027,0.017
cube_d2_k5,32,2,122,122,64,0.035,0.016,0.046,0.000,0.013,0.013
cube_d2_k5,32,3,64,64,32,0.026,0.017,0.022,0.000,0.008,0.006
cube_d2_k5,32,4,32,32,16,0.016,0.006,0.013,0.000,0.006,0.003
cube_d2_k5,32,5,16,16,8,0.011,0.003,0.009,0.000,0.004,0.002
cube_d2_k5,32,6,8,8,4,0.006,0.002,0.006,0.000,0.003,0.001
cube_d2_k5,32,7,4,4,2,0.004,0.001,0.004,0.000,0.003,0.000
cube_d2_k5,32,8,2,0,0,0.003,0.001,0.000,,,
cube_d2_k5,32,0,10,750,250,0.006,0.003,0.125,0.000,0.045,0.032
cube_d2_k5,32,1,250,250,122,0.054,0.035,0.070,0.000,0.025,0.019
cube_d2_k5,32,2,122,122,64,0.039,0.020,0.040,0.000,0.012,0.012
cube_d2_k5,32,3,64,64,32,0.030,0.009,0.019,0.000,0.008,0.005
cube_d2_k5,32,4,32,32,16,0.015,0.005,0.012,0.000,0.005,0.003
cube_d2_k5,32,5,16,16,8,0.015,0.004,0.008,0.000,0.004,0.002
cube_d2_k5,32,6,8,8,4,0.006,0.002,0.006,0.000,0.003,0.001
cube_d2_k5,32,7,4,4,2,0.003,0.001,0.004,0.000,0.003,0.000
cube_d2_k5,32,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,32,0,10,750,250,0.005,0.003,0.135,0.000,0.044,0.034
cube_d2_k5,32,1,250,250,122,0.059,0.034,0.078,0.000,0.025,0.018
cube_d2_k5,32,2,122,122,64,0.035,0.018,0.048,0.000,0.012,0.016
cube_d2_k5,32,3,64,64,32,0.022,0.009,0.023,0.000,0.007,0.008
cube_d2_k5,32,4,32,32,16,0.018,0.006,0.012,0.000,0.005,0.003
cube_d2_k5,32,5,16,16,8,0.010,0.002,0.009,0.000,0.004,0.002
cube_d2_k5,32,6,8,8,4,0.006,0.001,0.006,0.000,0.003,0.001
cube_d2_k5,32,7,4,4,2,0.003,0.001,0.005,0.000,0.003,0.000
cube_d2_k5,32,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,32,0,10,750,250,0.005,0.002,0.121,0.000,0.043,0.033
cube_d2_k5,32,1,250,250,122,0.054,0.036,0.073,0.000,0.023,0.019
cube_d2_k5,32,2,122,122,64,0.036,0.019,0.051,0.000,0.012,0.016
cube_d2_k5,32,3,64,64,32,0.024,0.009,0.022,0.000,0.007,0.006
cube_d2_k5,32,4,32,32,16,0.014,0.004,0.013,0.000,0.005,0.003
cube_d2_k5,32,5,16,16,8,0.010,0.002,0.008,0.000,0.004,0.002
cube_d2_k5,32,6,8,8,4,0.005,0.001,0.006,0.000,0.003,0.001
cube_d2_k5,32,7,4,4,2,0.004,0.001,0.004,0.000,0.003,0.000
cube_d2_k5,32,8,2,0,0,0.002,0.001,0.000,,,
cube_d2_k5,64,0,10,750,250,0.704,0.006,3.815,0.000,3.495,0.076
cube_d2_k5,64,1,250,250,122,0.782,0.044,0.078,0.000,0.026,0.020
cube_d2_k5,64,2,122,122,64,0.130,0.024,0.049,0.000,0.013,0.014
cube_d2_k5,64,3,64,64,32,0.032,0.019,0.032,0.000,0.008,0.006
cube_d2_k5,64,4,32,32,16,0.021,0.006,0.013,0.000,0.006,0.003
cube_d2_k5,64,5,16,16,8,0.024,0.004,0.009,0.000,0.004,0.002
cube_d2_k5,64,6,8,8,4,0.010,0.002,0.006,0.000,0.003,0.001
