family,n,d,classes,merges,algorithm,trial,parlay_threads,dnc_cutoff,wallclock_ms
chain,3000,2,6002,1,nelson_topo_iter,0,1,16,0.9961
chain,3000,2,6002,1,nelson_simple,0,1,16,0.7865
chain,3000,2,6002,1,par_close,0,1,16,20.6603
chain,3000,2,6002,1,par_async,0,1,16,158.0176
chain,3000,2,6002,1,par_close,0,2,16,20.8661
chain,3000,2,6002,1,par_async,0,2,16,136.0992
chain,3000,2,6002,1,par_async_cont,0,2,16,147.1631
chain,3000,2,6002,1,par_close,0,4,16,20.9290
chain,3000,2,6002,1,par_async,0,4,16,98.1943
chain,3000,2,6002,1,par_async_cont,0,4,16,119.8919
chain,3000,2,6002,1,par_close,0,8,16,20.4550
chain,3000,2,6002,1,par_async,0,8,16,81.5323
chain,3000,2,6002,1,par_async_cont,0,8,16,88.8469
chain,3000,2,6002,1,par_close,0,16,16,21.2889
chain,3000,2,6002,1,par_async,0,16,16,90.6333
chain,3000,2,6002,1,par_async_cont,0,16,16,90.4014
chain,3000,2,6002,1,par_close,0,32,16,25.1642
chain,3000,2,6002,1,par_async,0,32,16,99.2207
chain,3000,2,6002,1,par_async_cont,0,32,16,114.4731
chain,3000,2,6002,1,par_close,0,64,16,22.6512
chain,3000,2,6002,1,par_async,0,64,16,113.0927
chain,3000,2,6002,1,par_async_cont,0,64,16,101.4537
chain,3000,2,6002,1,par_close,0,128,16,24.4303
chain,3000,2,6002,1,par_async,0,128,16,115.3805
chain,3000,2,6002,1,par_async_cont,0,128,16,127.7968
chain,6000,2,12002,1,nelson_topo_iter,0,1,16,2.0504
chain,6000,2,12002,1,nelson_simple,0,1,16,1.6292
chain,6000,2,12002,1,par_close,0,1,16,40.2524
chain,6000,2,12002,1,par_async,0,1,16,556.3502
chain,6000,2,12002,1,par_close,0,2,16,41.1226
chain,6000,2,12002,1,par_async,0,2,16,541.9038
chain,6000,2,12002,1,par_async_cont,0,2,16,549.8936
chain,6000,2,12002,1,par_close,0,4,16,41.9845
chain,6000,2,12002,1,par_async,0,4,16,504.0028
chain,6000,2,12002,1,par_async_cont,0,4,16,464.8117
chain,6000,2,12002,1,par_close,0,8,16,41.7502
chain,6000,2,12002,1,par_async,0,8,16,389.8947
chain,6000,2,12002,1,par_async_cont,0,8,16,328.2451
chain,6000,2,12002,1,par_close,0,16,16,42.2750
chain,6000,2,12002,1,par_async,0,16,16,293.8874
chain,6000,2,12002,1,par_async_cont,0,16,16,270.9799
chain,6000,2,12002,1,par_close,0,32,16,49.8400
chain,6000,2,12002,1,par_async,0,32,16,237.7562
chain,6000,2,12002,1,par_async_cont,0,32,16,268.7422
chain,6000,2,12002,1,par_close,0,64,16,48.9677
chain,6000,2,12002,1,par_async,0,64,16,280.9932
chain,6000,2,12002,1,par_async_cont,0,64,16,307.8450
chain,6000,2,12002,1,par_close,0,128,16,47.9919
chain,6000,2,12002,1,par_async,0,128,16,429.0979
chain,6000,2,12002,1,par_async_cont,0,128,16,503.7641
grid,120,2,57838,120,nelson_topo_iter,0,1,16,10.4729
grid,120,2,57838,120,nelson_simple,0,1,16,11.1040
grid,120,2,57838,120,par_close,0,1,16,53.5835
grid,120,2,57838,120,par_async,0,1,16,16.2417
