family,n,d,classes,merges,algorithm,trial,parlay_threads,dnc_cutoff,wallclock_ms
cube,5,2,508,5,nelson_topo_iter,0,1,16,0.0843
cube,5,2,508,5,nelson_simple,0,1,16,0.0834
cube,5,2,508,5,par_close,0,1,16,0.9412
cube,5,2,508,5,par_async,0,1,16,0.1739
cube,5,2,508,5,par_close,0,2,16,1.0337
cube,5,2,508,5,par_async,0,2,16,0.1766
cube,5,2,508,5,par_async_cont,0,2,16,0.2398
cube,5,2,508,5,par_close,0,4,16,1.5709
cube,5,2,508,5,par_async,0,4,16,0.1813
cube,5,2,508,5,par_async_cont,0,4,16,0.3204
cube,5,2,508,5,par_close,0,8,16,1.5729
cube,5,2,508,5,par_async,0,8,16,0.2111
cube,5,2,508,5,par_async_cont,0,8,16,0.3142
cube,5,2,508,5,par_close,0,16,16,2.4935
cube,5,2,508,5,par_async,0,16,16,0.3166
cube,5,2,508,5,par_async_cont,0,16,16,0.2967
cube,5,2,508,5,par_close,0,32,16,3.1894
cube,5,2,508,5,par_async,0,32,16,0.2950
cube,5,2,508,5,par_async_cont,0,32,16,0.2949
cube,5,2,508,5,par_close,0,64,16,4.5597
cube,5,2,508,5,par_async,0,64,16,0.2689
cube,5,2,508,5,par_async_cont,0,64,16,0.1780
cube,5,2,508,5,par_close,0,128,16,21.2427
cube,5,2,508,5,par_async,0,128,16,0.2607
cube,5,2,508,5,par_async_cont,0,128,16,0.8502
cube,55,2,665608,55,nelson_topo_iter,0,1,16,205.5281
cube,55,2,665608,55,nelson_simple,0,1,16,251.7881
cube,55,2,665608,55,par_close,0,1,16,876.0321
cube,55,2,665608,55,par_async,0,1,16,342.2762
cube,55,2,665608,55,par_close,0,2,16,581.2188
cube,55,2,665608,55,par_async,0,2,16,248.6558
cube,55,2,665608,55,par_async_cont,0,2,16,359.0814
cube,55,2,665608,55,par_close,0,4,16,339.5356
cube,55,2,665608,55,par_async,0,4,16,159.1381
cube,55,2,665608,55,par_async_cont,0,4,16,173.5085
cube,55,2,665608,55,par_close,0,8,16,203.7478
cube,55,2,665608,55,par_async,0,8,16,93.2975
cube,55,2,665608,55,par_async_cont,0,8,16,92.2955
cube,55,2,665608,55,par_close,0,16,16,135.6463
cube,55,2,665608,55,par_async,0,16,16,56.8634
cube,55,2,665608,55,par_async_cont,0,16,16,103.7201
cube,55,2,665608,55,par_close,0,32,16,102.2901
cube,55,2,665608,55,par_async,0,32,16,42.8717
cube,55,2,665608,55,par_async_cont,0,32,16,69.3051
cube,55,2,665608,55,par_close,0,64,16,106.3280
cube,55,2,665608,55,par_async,0,64,16,43.1225
cube,55,2,665608,55,par_async_cont,0,64,16,55.7904
cube,55,2,665608,55,par_close,0,128,16,178.4893
cube,55,2,665608,55,par_async,0,128,16,37.8125
cube,55,2,665608,55,par_async_cont,0,128,16,53.5152
cube,105,2,4630708,105,nelson_topo_iter,0,1,16,2183.3897
cube,105,2,4630708,105,nelson_simple,0,1,16,2041.6568
cube,105,2,4630708,105,par_close,0,1,16,8005.1463
cube,105,2,4630708,105,par_async,0,1,16,2714.1924
cube,105,2,4630708,105,par_close,0,2,16,4523.4525
cube,105,2,4630708,105,par_async,0,2,16,1826.5062
cube,105,2,4630708,105,par_async_cont,0,2,16,2736.3640
cube,105,2,4630708,105,par_close,0,4,16,2466.3798
cube,105,2,4630708,105,par_async,0,4,16,1042.0679
cube,105,2,4630708,105,par_async_cont,0,4,16,1123.9644
cube,105,2,4630708,105,par_close,0,8,16,1343.5790
cube,105,2,4630708,105,par_async,0,8,16,593.7145
cube,105,2,4630708,105,par_async_cont,0,8,16,633.3016
cube,105,2,4630708,105,par_close,0,16,16,817.2855
cube,105,2,4630708,105,par_async,0,16,16,359.6440
cube,105,2,4630708,105,par_async_cont,0,16,16,497.6094
cube,105,2,4630708,105,par_close,0,32,16,573.6051
cube,105,2,4630708,105,par_async,0,32,16,303.3160
cube,105,2,4630708,105,par_async_cont,0,32,16,597.9564
cube,105,2,4630708,105,par_close,0,64,16,494.8146
cube,105,2,4630708,105,par_async,0,64,16,330.3307
cube,105,2,4630708,105,par_async_cont,0,64,16,470.3200
cube,105,2,4630708,105,par_close,0,128,16,610.6523
cube,105,2,4630708,105,par_async,0,128,16,382.7712
cube,105,2,4630708,105,par_async_cont,0,128,16,498.5489
cube,155,2,14895808,155,nelson_topo_iter,0,1,16,7033.5553
cube,155,2,14895808,155,nelson_simple,0,1,16,6897.0872
cube,155,2,14895808,155,par_close,0,1,16,28386.9483
cube,155,2,14895808,155,par_async,0,1,16,8832.1267
cube,155,2,14895808,155,par_close,0,2,16,15674.2095
cube,155,2,14895808,155,par_async,0,2,16,5833.8521
cube,155,2,14895808,155,par_async_cont,0,2,16,10623.2834
cube,155,2,14895808,155,par_close,0,4,16,8918.1671
cube,155,2,14895808,155,par_async,0,4,16,3193.9838
cube,155,2,14895808,155,par_async_cont,0,4,16,5119.3220
cube,155,2,14895808,155,par_close,0,8,16,4491.6621
cube,155,2,14895808,155,par_async,0,8,16,1809.2503
cube,155,2,14895808,155,par_async_cont,0,8,16,3404.3122
cube,155,2,14895808,155,par_close,0,16,16,2560.0916
cube,155,2,14895808,155,par_async,0,16,16,1093.2711
cube,155,2,14895808,155,par_async_cont,0,16,16,2670.6818
cube,155,2,14895808,155,par_close,0,32,16,1673.4569
cube,155,2,14895808,155,par_async,0,32,16,788.2419
cube,155,2,14895808,155,par_async_cont,0,32,16,1593.6750
cube,155,2,14895808,155,par_close,0,64,16,1446.5249
cube,155,2,14895808,155,par_async,0,64,16,769.9620
cube,155,2,14895808,155,par_async_cont,0,64,16,1469.3607
cube,155,2,14895808,155,par_close,0,128,16,1477.2245
cube,155,2,14895808,155,par_async,0,128,16,662.2278
cube,155,2,14895808,155,par_async_cont,0,128,16,1270.6035
cube,5,3,444,5,nelson_topo_iter,0,1,16,0.0755
