workload,leaves,fns,nodes,merges,depth,algorithm,trial,parlay_threads,union_style,dnc_cutoff,wallclock_ms
XL,50000,16,2000000,200000,3,nelson_seq,0,1,dnc,16,3075.5000
XL,50000,16,2000000,200000,3,nelson_seq,1,1,dnc,16,3110.1073
XL,50000,16,2000000,200000,3,nelson_seq,2,1,dnc,16,3079.8689
XL,50000,16,2000000,200000,3,nelson_seq,3,1,dnc,16,3097.2294
XL,50000,16,2000000,200000,3,nelson_seq,4,1,dnc,16,3075.1567
XL,50000,16,2000000,200000,3,par_close,0,1,dnc,16,1907.3431
XL,50000,16,2000000,200000,3,par_close,1,1,dnc,16,1946.0347
XL,50000,16,2000000,200000,3,par_close,2,1,dnc,16,1948.1114
XL,50000,16,2000000,200000,3,par_close,3,1,dnc,16,1953.1394
XL,50000,16,2000000,200000,3,par_close,4,1,dnc,16,1956.5948
XL,50000,16,2000000,200000,3,nelson_seq,0,2,dnc,16,3171.2167
XL,50000,16,2000000,200000,3,nelson_seq,1,2,dnc,16,3185.4255
XL,50000,16,2000000,200000,3,nelson_seq,2,2,dnc,16,3188.9097
XL,50000,16,2000000,200000,3,nelson_seq,3,2,dnc,16,3162.9664
XL,50000,16,2000000,200000,3,nelson_seq,4,2,dnc,16,3160.0431
XL,50000,16,2000000,200000,3,par_close,0,2,dnc,16,1148.0427
XL,50000,16,2000000,200000,3,par_close,1,2,dnc,16,1166.5537
XL,50000,16,2000000,200000,3,par_close,2,2,dnc,16,1176.2611
XL,50000,16,2000000,200000,3,par_close,3,2,dnc,16,1176.2021
XL,50000,16,2000000,200000,3,par_close,4,2,dnc,16,1169.7416
XL,50000,16,2000000,200000,3,nelson_seq,0,4,dnc,16,3138.5610
XL,50000,16,2000000,200000,3,nelson_seq,1,4,dnc,16,3195.5511
XL,50000,16,2000000,200000,3,nelson_seq,2,4,dnc,16,3160.9225
XL,50000,16,2000000,200000,3,nelson_seq,3,4,dnc,16,3143.9874
XL,50000,16,2000000,200000,3,nelson_seq,4,4,dnc,16,3125.7196
XL,50000,16,2000000,200000,3,par_close,0,4,dnc,16,692.3434
XL,50000,16,2000000,200000,3,par_close,1,4,dnc,16,700.1466
XL,50000,16,2000000,200000,3,par_close,2,4,dnc,16,698.9528
XL,50000,16,2000000,200000,3,par_close,3,4,dnc,16,697.6057
XL,50000,16,2000000,200000,3,par_close,4,4,dnc,16,708.2633
XL,50000,16,2000000,200000,3,nelson_seq,0,8,dnc,16,3158.3348
XL,50000,16,2000000,200000,3,nelson_seq,1,8,dnc,16,3150.5250
XL,50000,16,2000000,200000,3,nelson_seq,2,8,dnc,16,3163.4056
XL,50000,16,2000000,200000,3,nelson_seq,3,8,dnc,16,3175.6417
XL,50000,16,2000000,200000,3,nelson_seq,4,8,dnc,16,3167.4125
XL,50000,16,2000000,200000,3,par_close,0,8,dnc,16,328.8659
XL,50000,16,2000000,200000,3,par_close,1,8,dnc,16,327.7622
XL,50000,16,2000000,200000,3,par_close,2,8,dnc,16,330.2063
XL,50000,16,2000000,200000,3,par_close,3,8,dnc,16,326.6982
XL,50000,16,2000000,200000,3,par_close,4,8,dnc,16,325.4021
XL,50000,16,2000000,200000,3,nelson_seq,0,16,dnc,16,3331.5141
XL,50000,16,2000000,200000,3,nelson_seq,1,16,dnc,16,3348.2021
XL,50000,16,2000000,200000,3,nelson_seq,2,16,dnc,16,3339.0631
XL,50000,16,2000000,200000,3,nelson_seq,3,16,dnc,16,3350.3024
XL,50000,16,2000000,200000,3,nelson_seq,4,16,dnc,16,3357.0681
XL,50000,16,2000000,200000,3,par_close,0,16,dnc,16,191.3771
XL,50000,16,2000000,200000,3,par_close,1,16,dnc,16,188.7241
XL,50000,16,2000000,200000,3,par_close,2,16,dnc,16,190.4341
XL,50000,16,2000000,200000,3,par_close,3,16,dnc,16,193.0004
XL,50000,16,2000000,200000,3,par_close,4,16,dnc,16,190.1506
XL,50000,16,2000000,200000,3,nelson_seq,0,32,dnc,16,3227.7154
XL,50000,16,2000000,200000,3,nelson_seq,1,32,dnc,16,3245.7841
XL,50000,16,2000000,200000,3,nelson_seq,2,32,dnc,16,3247.4619
XL,50000,16,2000000,200000,3,nelson_seq,3,32,dnc,16,3263.7350
XL,50000,16,2000000,200000,3,nelson_seq,4,32,dnc,16,3253.7710
XL,50000,16,2000000,200000,3,par_close,0,32,dnc,16,109.1187
XL,50000,16,2000000,200000,3,par_close,1,32,dnc,16,111.0917
XL,50000,16,2000000,200000,3,par_close,2,32,dnc,16,112.2544
XL,50000,16,2000000,200000,3,par_close,3,32,dnc,16,109.4984
XL,50000,16,2000000,200000,3,par_close,4,32,dnc,16,111.2697
XL,50000,16,2000000,200000,3,nelson_seq,0,64,dnc,16,3272.6038
XL,50000,16,2000000,200000,3,nelson_seq,1,64,dnc,16,3319.2578
XL,50000,16,2000000,200000,3,nelson_seq,2,64,dnc,16,3336.4467
XL,50000,16,2000000,200000,3,nelson_seq,3,64,dnc,16,3337.5012
XL,50000,16,2000000,200000,3,nelson_seq,4,64,dnc,16,3324.0239
XL,50000,16,2000000,200000,3,par_close,0,64,dnc,16,78.9660
XL,50000,16,2000000,200000,3,par_close,1,64,dnc,16,79.6436
XL,50000,16,2000000,200000,3,par_close,2,64,dnc,16,78.5199
XL,50000,16,2000000,200000,3,par_close,3,64,dnc,16,78.0329
XL,50000,16,2000000,200000,3,par_close,4,64,dnc,16,78.0731
XL,50000,16,2000000,200000,3,nelson_seq,0,128,dnc,16,3952.6709
XL,50000,16,2000000,200000,3,nelson_seq,1,128,dnc,16,4000.9446
XL,50000,16,2000000,200000,3,nelson_seq,2,128,dnc,16,4034.0454
XL,50000,16,2000000,200000,3,nelson_seq,3,128,dnc,16,4031.6411
XL,50000,16,2000000,200000,3,nelson_seq,4,128,dnc,16,4073.4405
XL,50000,16,2000000,200000,3,par_close,0,128,dnc,16,81.8044
XL,50000,16,2000000,200000,3,par_close,1,128,dnc,16,73.8662
XL,50000,16,2000000,200000,3,par_close,2,128,dnc,16,72.1454
XL,50000,16,2000000,200000,3,par_close,3,128,dnc,16,73.5927
XL,50000,16,2000000,200000,3,par_close,4,128,dnc,16,72.9339
2XL,50000,16,4000000,400000,3,nelson_seq,0,1,dnc,16,7018.8241
2XL,50000,16,4000000,400000,3,nelson_seq,1,1,dnc,16,6968.5547
2XL,50000,16,4000000,400000,3,nelson_seq,2,1,dnc,16,6877.9351
2XL,50000,16,4000000,400000,3,nelson_seq,3,1,dnc,16,6904.9863
2XL,50000,16,4000000,400000,3,nelson_seq,4,1,dnc,16,6831.9361
2XL,50000,16,4000000,400000,3,par_close,0,1,dnc,16,4155.3870
2XL,50000,16,4000000,400000,3,par_close,1,1,dnc,16,4231.1466
2XL,50000,16,4000000,400000,3,par_close,2,1,dnc,16,4259.6273
2XL,50000,16,4000000,400000,3,par_close,3,1,dnc,16,4256.4951
2XL,50000,16,4000000,400000,3,par_close,4,1,dnc,16,4265.5385
2XL,50000,16,4000000,400000,3,nelson_seq,0,2,dnc,16,7050.9883
2XL,50000,16,4000000,400000,3,nelson_seq,1,2,dnc,16,7065.5325
2XL,50000,16,4000000,400000,3,nelson_seq,2,2,dnc,16,6998.3396
2XL,50000,16,4000000,400000,3,nelson_seq,3,2,dnc,16,7080.8313
2XL,50000,16,4000000,400000,3,nelson_seq,4,2,dnc,16,6946.5349
2XL,50000,16,4000000,400000,3,par_close,0,2,dnc,16,2394.7388
2XL,50000,16,4000000,400000,3,par_close,1,2,dnc,16,2458.8878
2XL,50000,16,4000000,400000,3,par_close,2,2,dnc,16,2460.1263
2XL,50000,16,4000000,400000,3,par_close,3,2,dnc,16,2470.4702
2XL,50000,16,4000000,400000,3,par_close,4,2,dnc,16,2478.2667
2XL,50000,16,4000000,400000,3,nelson_seq,0,4,dnc,16,7057.3812
2XL,50000,16,4000000,400000,3,nelson_seq,1,4,dnc,16,7038.7038
2XL,50000,16,4000000,400000,3,nelson_seq,2,4,dnc,16,7062.5398
2XL,50000,16,4000000,400000,3,nelson_seq,3,4,dnc,16,7016.7758
2XL,50000,16,4000000,400000,3,nelson_seq,4,4,dnc,16,7019.8452
2XL,50000,16,4000000,400000,3,par_close,0,4,dnc,16,1331.6708
2XL,50000,16,4000000,400000,3,par_close,1,4,dnc,16,1323.4911
2XL,50000,16,4000000,400000,3,par_close,2,4,dnc,16,1334.5171
2XL,50000,16,4000000,400000,3,par_close,3,4,dnc,16,1326.8489
2XL,50000,16,4000000,400000,3,par_close,4,4,dnc,16,1477.5631
2XL,50000,16,4000000,400000,3,nelson_seq,0,8,dnc,16,7178.7407
2XL,50000,16,4000000,400000,3,nelson_seq,1,8,dnc,16,7194.3378
2XL,50000,16,4000000,400000,3,nelson_seq,2,8,dnc,16,7210.2089
2XL,50000,16,4000000,400000,3,nelson_seq,3,8,dnc,16,7221.2873
2XL,50000,16,4000000,400000,3,nelson_seq,4,8,dnc,16,7228.1737
2XL,50000,16,4000000,400000,3,par_close,0,8,dnc,16,750.2377
2XL,50000,16,4000000,400000,3,par_close,1,8,dnc,16,748.4136
2XL,50000,16,4000000,400000,3,par_close,2,8,dnc,16,747.9054
2XL,50000,16,4000000,400000,3,par_close,3,8,dnc,16,754.8712
2XL,50000,16,4000000,400000,3,par_close,4,8,dnc,16,746.1907
2XL,50000,16,4000000,400000,3,nelson_seq,0,16,dnc,16,7033.2546
2XL,50000,16,4000000,400000,3,nelson_seq,1,16,dnc,16,7103.6020
2XL,50000,16,4000000,400000,3,nelson_seq,2,16,dnc,16,7042.3942
2XL,50000,16,4000000,400000,3,nelson_seq,3,16,dnc,16,7053.1551
2XL,50000,16,4000000,400000,3,nelson_seq,4,16,dnc,16,7051.3423
2XL,50000,16,4000000,400000,3,par_close,0,16,dnc,16,403.7668
2XL,50000,16,4000000,400000,3,par_close,1,16,dnc,16,402.3488
2XL,50000,16,4000000,400000,3,par_close,2,16,dnc,16,408.2799
2XL,50000,16,4000000,400000,3,par_close,3,16,dnc,16,407.1610
2XL,50000,16,4000000,400000,3,par_close,4,16,dnc,16,406.5044
2XL,50000,16,4000000,400000,3,nelson_seq,0,32,dnc,16,6952.4945
2XL,50000,16,4000000,400000,3,nelson_seq,1,32,dnc,16,7006.7934
2XL,50000,16,4000000,400000,3,nelson_seq,2,32,dnc,16,6992.0706
2XL,50000,16,4000000,400000,3,nelson_seq,3,32,dnc,16,6999.0658
2XL,50000,16,4000000,400000,3,nelson_seq,4,32,dnc,16,7024.8430
2XL,50000,16,4000000,400000,3,par_close,0,32,dnc,16,259.0623
2XL,50000,16,4000000,400000,3,par_close,1,32,dnc,16,259.5180
2XL,50000,16,4000000,400000,3,par_close,2,32,dnc,16,273.6555
2XL,50000,16,4000000,400000,3,par_close,3,32,dnc,16,266.4433
2XL,50000,16,4000000,400000,3,par_close,4,32,dnc,16,267.2657
2XL,50000,16,4000000,400000,3,nelson_seq,0,64,dnc,16,7071.5604
2XL,50000,16,4000000,400000,3,nelson_seq,1,64,dnc,16,6963.2339
2XL,50000,16,4000000,400000,3,nelson_seq,2,64,dnc,16,7070.3525
2XL,50000,16,4000000,400000,3,nelson_seq,3,64,dnc,16,7099.2266
2XL,50000,16,4000000,400000,3,nelson_seq,4,64,dnc,16,7064.0074
2XL,50000,16,4000000,400000,3,par_close,0,64,dnc,16,195.5157
2XL,50000,16,4000000,400000,3,par_close,1,64,dnc,16,196.9676
2XL,50000,16,4000000,400000,3,par_close,2,64,dnc,16,201.3831
2XL,50000,16,4000000,400000,3,par_close,3,64,dnc,16,189.5991
2XL,50000,16,4000000,400000,3,par_close,4,64,dnc,16,189.5592
2XL,50000,16,4000000,400000,3,nelson_seq,0,128,dnc,16,7759.7725
2XL,50000,16,4000000,400000,3,nelson_seq,1,128,dnc,16,7848.0218
2XL,50000,16,4000000,400000,3,nelson_seq,2,128,dnc,16,7892.0236
2XL,50000,16,4000000,400000,3,nelson_seq,3,128,dnc,16,7932.3660
2XL,50000,16,4000000,400000,3,nelson_seq,4,128,dnc,16,7959.5354
2XL,50000,16,4000000,400000,3,par_close,0,128,dnc,16,186.3939
2XL,50000,16,4000000,400000,3,par_close,1,128,dnc,16,172.8503
2XL,50000,16,4000000,400000,3,par_close,2,128,dnc,16,178.8197
2XL,50000,16,4000000,400000,3,par_close,3,128,dnc,16,179.6752
2XL,50000,16,4000000,400000,3,par_close,4,128,dnc,16,171.0351
4XL,50000,16,8000000,800000,3,nelson_seq,0,1,dnc,16,14680.9523
4XL,50000,16,8000000,800000,3,nelson_seq,1,1,dnc,16,14409.9585
4XL,50000,16,8000000,800000,3,nelson_seq,2,1,dnc,16,14536.2836
4XL,50000,16,8000000,800000,3,nelson_seq,3,1,dnc,16,14600.2251
4XL,50000,16,8000000,800000,3,nelson_seq,4,1,dnc,16,14422.5829
4XL,50000,16,8000000,800000,3,par_close,0,1,dnc,16,8794.6269
4XL,50000,16,8000000,800000,3,par_close,1,1,dnc,16,9011.6005
4XL,50000,16,8000000,800000,3,par_close,2,1,dnc,16,9019.8690
4XL,50000,16,8000000,800000,3,par_close,3,1,dnc,16,9057.0399
4XL,50000,16,8000000,800000,3,par_close,4,1,dnc,16,9053.7021
4XL,50000,16,8000000,800000,3,nelson_seq,0,2,dnc,16,14842.9368
4XL,50000,16,8000000,800000,3,nelson_seq,1,2,dnc,16,14942.8713
4XL,50000,16,8000000,800000,3,nelson_seq,2,2,dnc,16,14722.5957
4XL,50000,16,8000000,800000,3,nelson_seq,3,2,dnc,16,14591.1714
4XL,50000,16,8000000,800000,3,nelson_seq,4,2,dnc,16,14697.1236
4XL,50000,16,8000000,800000,3,par_close,0,2,dnc,16,4779.9710
4XL,50000,16,8000000,800000,3,par_close,1,2,dnc,16,4937.6164
4XL,50000,16,8000000,800000,3,par_close,2,2,dnc,16,4941.2732
4XL,50000,16,8000000,800000,3,par_close,3,2,dnc,16,4950.6438
4XL,50000,16,8000000,800000,3,par_close,4,2,dnc,16,4955.2892
4XL,50000,16,8000000,800000,3,nelson_seq,0,4,dnc,16,14894.7197
4XL,50000,16,8000000,800000,3,nelson_seq,1,4,dnc,16,14671.2987
4XL,50000,16,8000000,800000,3,nelson_seq,2,4,dnc,16,14858.0824
4XL,50000,16,8000000,800000,3,nelson_seq,3,4,dnc,16,15006.0868
4XL,50000,16,8000000,800000,3,nelson_seq,4,4,dnc,16,14685.1034
4XL,50000,16,8000000,800000,3,par_close,0,4,dnc,16,2964.4728
4XL,50000,16,8000000,800000,3,par_close,1,4,dnc,16,2981.0024
4XL,50000,16,8000000,800000,3,par_close,2,4,dnc,16,2998.5135
4XL,50000,16,8000000,800000,3,par_close,3,4,dnc,16,2986.7303
4XL,50000,16,8000000,800000,3,par_close,4,4,dnc,16,2988.8367
4XL,50000,16,8000000,800000,3,nelson_seq,0,8,dnc,16,14846.1502
4XL,50000,16,8000000,800000,3,nelson_seq,1,8,dnc,16,14828.8748
4XL,50000,16,8000000,800000,3,nelson_seq,2,8,dnc,16,14879.9187
4XL,50000,16,8000000,800000,3,nelson_seq,3,8,dnc,16,14935.2673
4XL,50000,16,8000000,800000,3,nelson_seq,4,8,dnc,16,14919.1618
4XL,50000,16,8000000,800000,3,par_close,0,8,dnc,16,1300.2910
4XL,50000,16,8000000,800000,3,par_close,1,8,dnc,16,1417.6765
4XL,50000,16,8000000,800000,3,par_close,2,8,dnc,16,1410.9804
4XL,50000,16,8000000,800000,3,par_close,3,8,dnc,16,1413.8816
4XL,50000,16,8000000,800000,3,par_close,4,8,dnc,16,1421.2112
4XL,50000,16,8000000,800000,3,nelson_seq,0,16,dnc,16,14338.4693
4XL,50000,16,8000000,800000,3,nelson_seq,1,16,dnc,16,14357.9557
4XL,50000,16,8000000,800000,3,nelson_seq,2,16,dnc,16,14399.3015
4XL,50000,16,8000000,800000,3,nelson_seq,3,16,dnc,16,14413.0974
4XL,50000,16,8000000,800000,3,nelson_seq,4,16,dnc,16,14427.8864
4XL,50000,16,8000000,800000,3,par_close,0,16,dnc,16,694.2173
4XL,50000,16,8000000,800000,3,par_close,1,16,dnc,16,699.5588
4XL,50000,16,8000000,800000,3,par_close,2,16,dnc,16,699.6005
4XL,50000,16,8000000,800000,3,par_close,3,16,dnc,16,702.8807
4XL,50000,16,8000000,800000,3,par_close,4,16,dnc,16,700.7622
4XL,50000,16,8000000,800000,3,nelson_seq,0,32,dnc,16,14410.1087
4XL,50000,16,8000000,800000,3,nelson_seq,1,32,dnc,16,14477.8802
4XL,50000,16,8000000,800000,3,nelson_seq,2,32,dnc,16,14406.1931
4XL,50000,16,8000000,800000,3,nelson_seq,3,32,dnc,16,14335.8698
4XL,50000,16,8000000,800000,3,nelson_seq,4,32,dnc,16,14407.0531
4XL,50000,16,8000000,800000,3,par_close,0,32,dnc,16,414.0237
4XL,50000,16,8000000,800000,3,par_close,1,32,dnc,16,415.8077
4XL,50000,16,8000000,800000,3,par_close,2,32,dnc,16,422.6977
4XL,50000,16,8000000,800000,3,par_close,3,32,dnc,16,428.4757
4XL,50000,16,8000000,800000,3,par_close,4,32,dnc,16,424.9206
4XL,50000,16,8000000,800000,3,nelson_seq,0,64,dnc,16,14735.8623
4XL,50000,16,8000000,800000,3,nelson_seq,1,64,dnc,16,14747.2418
4XL,50000,16,8000000,800000,3,nelson_seq,2,64,dnc,16,14798.1152
4XL,50000,16,8000000,800000,3,nelson_seq,3,64,dnc,16,14717.1397
4XL,50000,16,8000000,800000,3,nelson_seq,4,64,dnc,16,14721.2593
4XL,50000,16,8000000,800000,3,par_close,0,64,dnc,16,254.3770
4XL,50000,16,8000000,800000,3,par_close,1,64,dnc,16,253.2739
4XL,50000,16,8000000,800000,3,par_close,2,64,dnc,16,264.6259
