workload,parlay_threads,round,work,frontier,next,consolidate_ms,frontier_ms,semisort_ms,keyed_ms,group_by_ms,per_group_ms
16XL,1,0,100000,21333332,10666666,30.362,26.137,8007.713,0.000,1184.425,1109.539
16XL,1,1,10666666,21333332,10666666,3422.638,223.132,9789.651,0.000,1053.359,836.959
16XL,1,2,10666666,21333336,1586,3708.466,268.723,13254.034,0.000,3514.203,857.462
16XL,1,3,1586,0,0,1.436,0.077,0.000,,,
16XL,1,0,100000,21333332,10666666,31.255,25.334,7924.563,0.000,1185.261,1109.078
16XL,1,1,10666666,21333332,10666666,3393.736,217.445,9748.003,0.000,1017.895,822.266
16XL,1,2,10666666,21333336,1586,3719.760,245.495,13174.234,0.000,3502.772,840.745
16XL,1,3,1586,0,0,1.438,0.079,0.000,,,
16XL,1,0,100000,21333332,10666666,30.955,25.519,7968.144,0.000,1184.106,1118.561
16XL,1,1,10666666,21333332,10666666,3357.769,217.899,9755.945,0.000,1017.018,825.610
16XL,1,2,10666666,21333336,1586,3714.277,242.136,14471.524,0.000,4146.945,1185.288
16XL,1,3,1586,0,0,1.526,0.080,0.000,,,
16XL,1,0,100000,21333332,10666666,31.047,25.384,7884.694,0.000,1182.595,1116.246
16XL,1,1,10666666,21333332,10666666,3363.622,216.418,9671.897,0.000,1018.055,826.018
16XL,1,2,10666666,21333336,1586,3713.568,243.182,14402.627,0.000,4152.154,1186.569
16XL,1,3,1586,0,0,1.496,0.083,0.000,,,
16XL,1,0,100000,21333332,10666666,30.776,25.569,7902.383,0.000,1181.689,1118.246
16XL,1,1,10666666,21333332,10666666,3369.872,217.809,9644.051,0.000,1015.751,824.864
16XL,1,2,10666666,21333336,1586,3748.673,241.127,14449.276,0.000,4154.391,1186.391
16XL,1,3,1586,0,0,1.501,0.080,0.000,,,
16XL,1,0,100000,21333332,10666666,31.015,25.204,7958.869,0.000,1185.362,1118.091
16XL,1,1,10666666,21333332,10666666,3389.846,216.223,9687.379,0.000,1019.924,824.585
16XL,1,2,10666666,21333336,1586,3754.547,243.478,14432.063,0.000,4165.921,1182.514
16XL,1,3,1586,0,0,1.459,0.085,0.000,,,
16XL,2,0,100000,21333332,10666666,23.296,15.806,3899.512,0.000,305.139,727.778
16XL,2,1,10666666,21333332,10666666,1819.499,105.988,4936.314,0.000,506.247,494.009
16XL,2,2,10666666,21333336,1586,1976.569,140.368,6707.099,0.000,1797.276,441.523
16XL,2,3,1586,0,0,0.955,0.135,0.000,,,
16XL,2,0,100000,21333332,10666666,21.430,12.821,3876.642,0.000,293.989,713.589
16XL,2,1,10666666,21333332,10666666,1771.480,101.357,4896.856,0.000,473.487,478.241
16XL,2,2,10666666,21333336,1586,1961.367,114.912,6691.565,0.000,1786.239,434.701
16XL,2,3,1586,0,0,0.922,0.139,0.000,,,
16XL,2,0,100000,21333332,10666666,21.067,13.063,3863.492,0.000,292.063,713.072
16XL,2,1,10666666,21333332,10666666,1797.952,101.741,4924.403,0.000,472.230,479.154
16XL,2,2,10666666,21333336,1586,1967.977,114.394,7432.656,0.000,2161.243,621.077
16XL,2,3,1586,0,0,0.943,0.164,0.000,,,
16XL,2,0,100000,21333332,10666666,21.431,12.906,3891.260,0.000,292.047,713.503
16XL,2,1,10666666,21333332,10666666,1795.454,101.528,4860.149,0.000,471.794,479.547
16XL,2,2,10666666,21333336,1586,1971.434,115.088,7444.443,0.000,2168.424,623.829
16XL,2,3,1586,0,0,0.965,0.148,0.000,,,
16XL,2,0,100000,21333332,10666666,20.502,12.941,3839.460,0.000,293.056,713.524
16XL,2,1,10666666,21333332,10666666,1795.343,101.447,4900.991,0.000,473.592,479.465
16XL,2,2,10666666,21333336,1586,1971.473,114.790,7476.199,0.000,2174.746,628.182
16XL,2,3,1586,0,0,0.962,0.146,0.000,,,
16XL,2,0,100000,21333332,10666666,21.730,12.901,3863.546,0.000,292.685,713.943
16XL,2,1,10666666,21333332,10666666,1795.208,101.686,4822.723,0.000,473.982,478.246
16XL,2,2,10666666,21333336,1586,1965.173,114.450,7441.371,0.000,2177.141,627.314
16XL,2,3,1586,0,0,0.956,0.146,0.000,,,
16XL,4,0,100000,21333332,10666666,13.582,11.208,2009.173,0.000,157.601,439.257
16XL,4,1,10666666,21333332,10666666,944.629,56.433,2607.121,0.000,278.356,277.094
16XL,4,2,10666666,21333336,1586,1025.151,81.539,3441.531,0.000,942.647,223.273
16XL,4,3,1586,0,0,0.806,0.131,0.000,,,
16XL,4,0,100000,21333332,10666666,14.304,7.655,2120.334,0.000,147.347,421.024
16XL,4,1,10666666,21333332,10666666,973.776,52.198,2711.995,0.000,245.357,234.012
16XL,4,2,10666666,21333336,1586,1126.098,59.731,3738.477,0.000,974.482,246.429
16XL,4,3,1586,0,0,0.745,0.139,0.000,,,
16XL,4,0,100000,21333332,10666666,13.469,7.787,2135.122,0.000,146.759,440.001
16XL,4,1,10666666,21333332,10666666,964.526,51.903,2706.643,0.000,243.877,233.423
16XL,4,2,10666666,21333336,1586,1102.552,59.365,3964.688,0.000,1099.807,303.114
16XL,4,3,1586,0,0,0.805,0.205,0.000,,,
16XL,4,0,100000,21333332,10666666,13.463,7.720,2118.127,0.000,147.600,429.568
16XL,4,1,10666666,21333332,10666666,962.824,51.532,2695.583,0.000,243.701,232.928
16XL,4,2,10666666,21333336,1586,1102.209,59.459,3979.271,0.000,1108.206,306.001
16XL,4,3,1586,0,0,0.805,0.140,0.000,,,
16XL,4,0,100000,21333332,10666666,14.350,8.276,2117.448,0.000,149.136,430.942
16XL,4,1,10666666,21333332,10666666,963.223,54.422,2702.299,0.000,243.621,237.998
16XL,4,2,10666666,21333336,1586,1098.741,59.232,4154.992,0.000,1194.554,357.000
16XL,4,3,1586,0,0,0.765,0.133,0.000,,,
16XL,4,0,100000,21333332,10666666,13.697,7.648,2114.315,0.000,147.264,427.500
16XL,4,1,10666666,21333332,10666666,985.925,57.963,2684.302,0.000,244.344,233.568
16XL,4,2,10666666,21333336,1586,1110.886,60.222,3900.563,0.000,1055.147,291.773
16XL,4,3,1586,0,0,0.797,0.139,0.000,,,
16XL,8,0,100000,21333332,10666666,8.862,7.217,1114.022,0.000,89.497,248.429
16XL,8,1,10666666,21333332,10666666,521.547,34.033,1387.589,0.000,162.944,140.033
16XL,8,2,10666666,21333336,1586,563.530,56.141,1847.093,0.000,502.772,124.855
16XL,8,3,1586,0,0,0.675,0.129,0.000,,,
16XL,8,0,100000,21333332,10666666,7.267,5.270,1111.036,0.000,78.845,250.367
16XL,8,1,10666666,21333332,10666666,512.567,30.629,1374.165,0.000,126.602,143.334
16XL,8,2,10666666,21333336,1586,571.827,31.474,1892.485,0.000,513.327,135.629
16XL,8,3,1586,0,0,0.646,0.122,0.000,,,
16XL,8,0,100000,21333332,10666666,7.618,5.328,1122.938,0.000,78.666,255.758
16XL,8,1,10666666,21333332,10666666,516.002,26.981,1388.997,0.000,129.297,142.764
16XL,8,2,10666666,21333336,1586,585.415,34.534,1883.958,0.000,512.107,134.525
16XL,8,3,1586,0,0,0.644,0.133,0.000,,,
16XL,8,0,100000,21333332,10666666,8.255,5.681,1115.179,0.000,76.860,255.030
16XL,8,1,10666666,21333332,10666666,517.305,31.303,1388.998,0.000,126.903,143.777
16XL,8,2,10666666,21333336,1586,588.829,31.693,1966.099,0.000,554.827,153.896
16XL,8,3,1586,0,0,0.598,0.137,0.000,,,
16XL,8,0,100000,21333332,10666666,7.502,5.772,1118.154,0.000,78.178,255.746
16XL,8,1,10666666,21333332,10666666,514.577,29.135,1385.438,0.000,127.063,143.402
16XL,8,2,10666666,21333336,1586,587.435,32.272,1981.170,0.000,559.853,155.646
16XL,8,3,1586,0,0,0.602,0.130,0.000,,,
16XL,8,0,100000,21333332,10666666,8.499,5.320,1116.668,0.000,73.031,253.713
16XL,8,1,10666666,21333332,10666666,518.237,34.735,1391.596,0.000,127.550,145.751
16XL,8,2,10666666,21333336,1586,589.183,31.729,2021.176,0.000,580.228,166.784
16XL,8,3,1586,0,0,0.610,0.134,0.000,,,
16XL,16,0,100000,21333332,10666666,8.238,8.034,613.820,0.000,63.761,140.756
16XL,16,1,10666666,21333332,10666666,275.492,24.770,756.562,0.000,114.452,75.986
16XL,16,2,10666666,21333336,1586,269.623,45.928,959.663,0.000,268.961,66.706
16XL,16,3,1586,0,0,0.589,0.143,0.000,,,
16XL,16,0,100000,21333332,10666666,4.732,4.206,588.053,0.000,47.781,134.298
16XL,16,1,10666666,21333332,10666666,265.549,23.236,717.946,0.000,76.880,71.227
16XL,16,2,10666666,21333336,1586,275.955,16.961,952.118,0.000,256.837,69.693
16XL,16,3,1586,0,0,0.544,0.150,0.000,,,
16XL,16,0,100000,21333332,10666666,4.821,4.477,587.152,0.000,49.941,129.960
16XL,16,1,10666666,21333332,10666666,261.794,17.666,723.267,0.000,78.033,73.462
16XL,16,2,10666666,21333336,1586,279.409,17.279,988.793,0.000,272.057,77.536
16XL,16,3,1586,0,0,0.508,0.142,0.000,,,
16XL,16,0,100000,21333332,10666666,4.739,4.753,585.251,0.000,49.782,129.757
16XL,16,1,10666666,21333332,10666666,264.503,19.788,723.885,0.000,75.756,74.616
16XL,16,2,10666666,21333336,1586,282.992,18.049,1013.151,0.000,282.716,82.557
16XL,16,3,1586,0,0,0.588,0.122,0.000,,,
16XL,16,0,100000,21333332,10666666,4.883,4.641,590.918,0.000,51.439,132.186
16XL,16,1,10666666,21333332,10666666,265.098,18.175,723.205,0.000,75.367,74.415
16XL,16,2,10666666,21333336,1586,282.510,17.577,1025.768,0.000,288.826,84.846
16XL,16,3,1586,0,0,0.597,0.149,0.000,,,
16XL,16,0,100000,21333332,10666666,5.808,5.099,592.218,0.000,51.791,135.738
16XL,16,1,10666666,21333332,10666666,266.683,17.838,726.140,0.000,78.946,73.976
16XL,16,2,10666666,21333336,1586,283.213,17.845,1043.278,0.000,296.762,89.454
16XL,16,3,1586,0,0,0.579,0.136,0.000,,,
16XL,32,0,100000,21333332,10666666,11.029,12.369,352.297,0.000,47.561,79.869
16XL,32,1,10666666,21333332,10666666,160.663,24.178,443.281,0.000,98.972,49.166
16XL,32,2,10666666,21333336,1586,143.820,44.599,512.177,0.000,150.071,41.079
16XL,32,3,1586,0,0,0.464,0.103,0.000,,,
16XL,32,0,100000,21333332,10666666,3.847,4.510,327.921,0.000,43.060,71.350
16XL,32,1,10666666,21333332,10666666,155.085,17.735,400.678,0.000,66.450,37.921
16XL,32,2,10666666,21333336,1586,147.907,13.951,521.423,0.000,149.994,43.245
16XL,32,3,1586,0,0,0.482,0.105,0.000,,,
16XL,32,0,100000,21333332,10666666,3.886,4.526,334.946,0.000,46.165,75.199
16XL,32,1,10666666,21333332,10666666,148.359,18.023,404.264,0.000,68.801,37.696
16XL,32,2,10666666,21333336,1586,150.206,14.095,532.673,0.000,157.772,44.794
16XL,32,3,1586,0,0,0.508,0.101,0.000,,,
16XL,32,0,100000,21333332,10666666,3.995,4.370,338.997,0.000,49.245,78.870
16XL,32,1,10666666,21333332,10666666,151.252,17.831,391.293,0.000,59.458,36.968
16XL,32,2,10666666,21333336,1586,150.103,13.026,540.132,0.000,162.190,46.407
16XL,32,3,1586,0,0,0.490,0.106,0.000,,,
16XL,32,0,100000,21333332,10666666,3.813,4.581,336.022,0.000,50.109,76.246
16XL,32,1,10666666,21333332,10666666,149.459,15.406,402.175,0.000,71.547,36.987
16XL,32,2,10666666,21333336,1586,151.110,15.494,550.632,0.000,169.304,48.228
16XL,32,3,1586,0,0,0.501,0.106,0.000,,,
16XL,32,0,100000,21333332,10666666,3.710,4.436,332.898,0.000,50.150,73.746
16XL,32,1,10666666,21333332,10666666,149.538,17.077,414.763,0.000,83.613,36.075
16XL,32,2,10666666,21333336,1586,151.319,13.662,553.298,0.000,169.764,49.326
16XL,32,3,1586,0,0,0.484,0.113,0.000,,,
16XL,64,0,100000,21333332,10666666,15.039,15.030,296.873,0.000,51.815,57.069
16XL,64,1,10666666,21333332,10666666,107.710,12.560,354.811,0.000,95.860,38.951
16XL,64,2,10666666,21333336,1586,82.226,46.454,353.711,0.000,103.471,31.458
16XL,64,3,1586,0,0,0.468,0.088,0.000,,,
16XL,64,0,100000,21333332,10666666,3.813,4.270,253.568,0.000,46.521,37.594
16XL,64,1,10666666,21333332,10666666,92.773,10.759,288.823,0.000,52.719,21.871
16XL,64,2,10666666,21333336,1586,83.605,13.596,347.057,0.000,96.892,30.395
16XL,64,3,1586,0,0,0.464,0.106,0.000,,,
16XL,64,0,100000,21333332,10666666,3.912,4.192,258.620,0.000,51.827,39.945
16XL,64,1,10666666,21333332,10666666,94.166,13.897,285.917,0.000,56.676,21.187
16XL,64,2,10666666,21333336,1586,85.546,14.965,349.443,0.000,103.765,32.153
16XL,64,3,1586,0,0,0.460,0.104,0.000,,,
16XL,64,0,100000,21333332,10666666,3.954,4.692,252.645,0.000,49.850,39.237
16XL,64,1,10666666,21333332,10666666,98.131,12.067,288.499,0.000,60.031,22.030
16XL,64,2,10666666,21333336,1586,86.191,13.674,347.287,0.000,104.128,32.152
16XL,64,3,1586,0,0,0.461,0.095,0.000,,,
16XL,64,0,100000,21333332,10666666,3.967,4.469,246.632,0.000,50.163,41.893
16XL,64,1,10666666,21333332,10666666,92.572,15.973,303.585,0.000,87.312,20.546
16XL,64,2,10666666,21333336,1586,86.613,13.635,334.359,0.000,104.514,31.844
16XL,64,3,1586,0,0,0.457,0.110,0.000,,,
16XL,64,0,100000,21333332,10666666,3.902,4.395,237.914,0.000,49.964,42.168
16XL,64,1,10666666,21333332,10666666,98.643,14.199,256.706,0.000,57.040,20.995
16XL,64,2,10666666,21333336,1586,87.985,13.788,332.319,0.000,108.634,32.227
16XL,64,3,1586,0,0,0.470,0.123,0.000,,,
16XL,128,0,100000,21333332,10666666,33.299,33.834,291.386,0.000,68.202,65.499
16XL,128,1,10666666,21333332,10666666,123.663,16.864,300.859,0.000,107.849,40.386
16XL,128,2,10666666,21333336,1586,72.992,47.950,270.369,0.000,91.384,31.308
16XL,128,3,1586,0,0,0.461,0.109,0.000,,,
16XL,128,0,100000,21333332,10666666,5.078,4.522,216.086,0.000,59.168,36.806
16XL,128,1,10666666,21333332,10666666,83.233,15.042,235.208,0.000,68.068,16.874
16XL,128,2,10666666,21333336,1586,58.451,12.070,253.072,0.000,75.640,28.439
16XL,128,3,1586,0,0,0.475,0.098,0.000,,,
16XL,128,0,100000,21333332,10666666,4.456,4.747,210.653,0.000,58.260,36.584
16XL,128,1,10666666,21333332,10666666,84.249,19.035,233.207,0.000,66.134,16.530
16XL,128,2,10666666,21333336,1586,59.220,12.152,254.796,0.000,76.185,27.876
16XL,128,3,1586,0,0,0.461,0.105,0.000,,,
16XL,128,0,100000,21333332,10666666,4.181,4.563,213.432,0.000,57.691,38.600
16XL,128,1,10666666,21333332,10666666,82.458,16.290,239.384,0.000,68.381,16.853
16XL,128,2,10666666,21333336,1586,60.441,12.205,259.526,0.000,79.842,28.426
16XL,128,3,1586,0,0,0.505,0.109,0.000,,,
16XL,128,0,100000,21333332,10666666,4.040,4.419,217.092,0.000,59.883,37.034
16XL,128,1,10666666,21333332,10666666,83.097,15.574,230.592,0.000,65.487,16.780
16XL,128,2,10666666,21333336,1586,59.971,12.221,262.374,0.000,81.143,28.869
16XL,128,3,1586,0,0,0.476,0.111,0.000,,,
16XL,128,0,100000,21333332,10666666,3.917,4.497,210.928,0.000,59.350,35.585
16XL,128,1,10666666,21333332,10666666,84.634,15.179,280.268,0.000,117.013,17.004
16XL,128,2,10666666,21333336,1586,59.068,11.725,264.230,0.000,81.121,30.158
16XL,128,3,1586,0,0,0.467,0.110,0.000,,,
32XL,1,0,100000,42666666,21333333,42.784,51.484,16483.032,0.000,2400.997,2698.461
32XL,1,1,21333333,42666666,21333333,6662.642,556.801,19981.556,0.000,2203.555,1639.940
32XL,1,2,21333333,42666668,6708,7380.915,498.766,27029.369,0.000,6998.486,1735.445
32XL,1,3,6708,0,0,5.793,0.363,0.000,,,
32XL,1,0,100000,42666666,21333333,43.961,51.028,16616.552,0.000,2403.848,2696.353
32XL,1,1,21333333,42666666,21333333,6676.783,537.663,19824.559,0.000,2096.219,1637.104
32XL,1,2,21333333,42666668,6708,7347.051,444.938,27029.461,0.000,6987.155,1704.969
32XL,1,3,6708,0,0,5.812,0.367,0.000,,,
32XL,1,0,100000,42666666,21333333,44.261,50.686,16582.182,0.000,2406.883,2696.164
32XL,1,1,21333333,42666666,21333333,6636.605,527.338,19595.419,0.000,2094.971,1622.692
