[synthetic_bench] cube n=110 d=2 classes=5324218 merges=110 ...
[pe] round=  0 work=      220 frontier=  7986000 next=  2662000 consolidate=  2.694ms frontier=  5.052ms semisort=1109.149ms (keyed=53.030ms group_by=341.417ms per_group=307.204ms)
[pe] round=  1 work=  2662000 frontier=  2662000 next=  1048576 consolidate=674.828ms frontier=128.192ms semisort=561.690ms (keyed=16.054ms group_by=133.466ms per_group=91.913ms)
[pe] round=  2 work=  1048576 frontier=  1048576 next=   564848 consolidate=278.328ms frontier= 56.142ms semisort=202.827ms (keyed= 2.135ms group_by= 41.597ms per_group=39.104ms)
[pe] round=  3 work=   564848 frontier=   564848 next=   524288 consolidate=140.608ms frontier= 31.108ms semisort=107.708ms (keyed= 1.034ms group_by= 18.765ms per_group=26.862ms)
[pe] round=  4 work=   524288 frontier=   524288 next=   262144 consolidate=135.099ms frontier= 28.991ms semisort= 83.558ms (keyed= 0.957ms group_by= 15.807ms per_group=20.523ms)
[pe] round=  5 work=   262144 frontier=   262144 next=   131072 consolidate= 66.751ms frontier= 14.017ms semisort= 40.521ms (keyed= 0.504ms group_by=  7.906ms per_group=10.505ms)
[pe] round=  6 work=   131072 frontier=   131072 next=    65536 consolidate= 34.277ms frontier=  7.298ms semisort= 21.411ms (keyed= 0.249ms group_by=  4.025ms per_group= 5.516ms)
[pe] round=  7 work=    65536 frontier=    65536 next=    32768 consolidate= 17.369ms frontier=  3.227ms semisort= 10.848ms (keyed= 0.143ms group_by=  2.004ms per_group= 3.006ms)
[pe] round=  8 work=    32768 frontier=    32768 next=    16384 consolidate=  8.887ms frontier=  1.637ms semisort=  4.475ms (keyed= 0.062ms group_by=  1.053ms per_group= 0.967ms)
[pe] round=  9 work=    16384 frontier=    16384 next=     8192 consolidate=  4.130ms frontier=  0.541ms semisort=  1.829ms (keyed= 0.032ms group_by=  0.447ms per_group= 0.464ms)
[pe] round= 10 work=     8192 frontier=     8192 next=     4096 consolidate=  2.116ms frontier=  0.229ms semisort=  0.849ms (keyed= 0.017ms group_by=  0.231ms per_group= 0.238ms)
[pe] round= 11 work=     4096 frontier=     4096 next=     2048 consolidate=  1.046ms frontier=  0.104ms semisort=  0.389ms (keyed= 0.008ms group_by=  0.116ms per_group= 0.116ms)
[pe] round= 12 work=     2048 frontier=     2048 next=     1024 consolidate=  0.489ms frontier=  0.048ms semisort=  0.177ms (keyed= 0.004ms group_by=  0.054ms per_group= 0.056ms)
[pe] round= 13 work=     1024 frontier=     1024 next=      512 consolidate=  0.254ms frontier=  0.022ms semisort=  0.086ms (keyed= 0.002ms group_by=  0.026ms per_group= 0.029ms)
[pe] round= 14 work=      512 frontier=      512 next=      256 consolidate=  0.126ms frontier=  0.010ms semisort=  0.040ms (keyed= 0.001ms group_by=  0.011ms per_group= 0.015ms)
[pe] round= 15 work=      256 frontier=      256 next=      128 consolidate=  0.067ms frontier=  0.006ms semisort=  0.020ms (keyed= 0.000ms group_by=  0.006ms per_group= 0.007ms)
[pe] round= 16 work=      128 frontier=      128 next=       64 consolidate=  0.033ms frontier=  0.004ms semisort=  0.010ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.004ms)
[pe] round= 17 work=       64 frontier=       64 next=       32 consolidate=  0.029ms frontier=  0.003ms semisort=  0.006ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 18 work=       32 frontier=       32 next=       16 consolidate=  0.009ms frontier=  0.002ms semisort=  0.004ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 19 work=       16 frontier=       16 next=        8 consolidate=  0.005ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 20 work=        8 frontier=        8 next=        4 consolidate=  0.003ms frontier=  0.001ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 21 work=        4 frontier=        4 next=        2 consolidate=  0.002ms frontier=  0.001ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 22 work=        2 frontier=        0 next=        0 consolidate=  0.001ms frontier=  0.001ms semisort=  0.000ms (break)
