family,n,d,classes,merges,algorithm,trial,parlay_threads,dnc_cutoff,wallclock_ms
cube,5,2,508,5,nelson_topo_iter,0,1,16,0.1159
cube,5,2,508,5,par_async,0,1,16,0.8155
cube,5,2,508,5,par_async,0,2,16,0.9586
cube,5,2,508,5,par_async,0,4,16,0.9346
cube,5,2,508,5,par_async,0,8,16,0.8625
cube,5,2,508,5,par_async,0,16,16,0.9901
cube,5,2,508,5,par_async,0,32,16,0.8813
cube,5,2,508,5,par_async,0,64,16,1.1699
cube,5,2,508,5,par_async,0,128,16,2.2155
cube,5,2,508,5,par_async,0,144,16,1.3614
cube,55,2,665608,55,nelson_topo_iter,0,1,16,250.3239
cube,55,2,665608,55,par_async,0,1,16,474.7802
cube,55,2,665608,55,par_async,0,2,16,286.3596
cube,55,2,665608,55,par_async,0,4,16,161.7834
cube,55,2,665608,55,par_async,0,8,16,102.4533
cube,55,2,665608,55,par_async,0,16,16,60.1355
cube,55,2,665608,55,par_async,0,32,16,51.1787
cube,55,2,665608,55,par_async,0,64,16,40.6414
cube,55,2,665608,55,par_async,0,128,16,40.7352
cube,55,2,665608,55,par_async,0,144,16,40.1428
cube,105,2,4630708,105,nelson_topo_iter,0,1,16,3111.8693
cube,105,2,4630708,105,par_async,0,1,16,4560.3320
cube,105,2,4630708,105,par_async,0,2,16,2298.1379
cube,105,2,4630708,105,par_async,0,4,16,1288.1822
cube,105,2,4630708,105,par_async,0,8,16,725.2590
cube,105,2,4630708,105,par_async,0,16,16,412.3392
cube,105,2,4630708,105,par_async,0,32,16,375.7245
cube,105,2,4630708,105,par_async,0,64,16,222.3952
cube,105,2,4630708,105,par_async,0,128,16,195.7824
cube,105,2,4630708,105,par_async,0,144,16,194.0240
cube,155,2,14895808,155,nelson_topo_iter,0,1,16,10943.5737
cube,155,2,14895808,155,par_async,0,1,16,15472.6646
cube,155,2,14895808,155,par_async,0,2,16,7755.9466
cube,155,2,14895808,155,par_async,0,4,16,4038.2525
cube,155,2,14895808,155,par_async,0,8,16,1947.9529
cube,155,2,14895808,155,par_async,0,16,16,1361.2710
cube,155,2,14895808,155,par_async,0,32,16,1193.8443
cube,155,2,14895808,155,par_async,0,64,16,683.0836
cube,155,2,14895808,155,par_async,0,128,16,589.5755
cube,155,2,14895808,155,par_async,0,144,16,590.0274
cube,5,3,444,5,nelson_topo_iter,0,1,16,0.1324
cube,5,3,444,5,par_async,0,1,16,0.9059
cube,5,3,444,5,par_async,0,2,16,0.4873
cube,5,3,444,5,par_async,0,4,16,0.9183
cube,5,3,444,5,par_async,0,8,16,0.8430
cube,5,3,444,5,par_async,0,16,16,0.5665
cube,5,3,444,5,par_async,0,32,16,0.8772
cube,5,3,444,5,par_async,0,64,16,1.4527
cube,5,3,444,5,par_async,0,128,16,1.3249
cube,5,3,444,5,par_async,0,144,16,1.3346
cube,55,3,505288,55,nelson_topo_iter,0,1,16,149.2036
cube,55,3,505288,55,par_async,0,1,16,250.9414
cube,55,3,505288,55,par_async,0,2,16,158.2512
cube,55,3,505288,55,par_async,0,4,16,123.8751
cube,55,3,505288,55,par_async,0,8,16,65.6104
cube,55,3,505288,55,par_async,0,16,16,44.5313
cube,55,3,505288,55,par_async,0,32,16,37.4275
cube,55,3,505288,55,par_async,0,64,16,37.2787
cube,55,3,505288,55,par_async,0,128,16,37.2944
cube,55,3,505288,55,par_async,0,144,16,38.4902
cube,105,3,3654956,105,nelson_topo_iter,0,1,16,2472.6739
cube,105,3,3654956,105,par_async,0,1,16,2672.5814
cube,105,3,3654956,105,par_async,0,2,16,1424.9989
cube,105,3,3654956,105,par_async,0,4,16,800.9182
cube,105,3,3654956,105,par_async,0,8,16,450.4342
cube,105,3,3654956,105,par_async,0,16,16,258.5777
cube,105,3,3654956,105,par_async,0,32,16,218.9661
cube,105,3,3654956,105,par_async,0,64,16,141.1479
cube,105,3,3654956,105,par_async,0,128,16,120.8122
cube,105,3,3654956,105,par_async,0,144,16,123.6120
cube,155,3,11421434,155,nelson_topo_iter,0,1,16,8090.3229
cube,155,3,11421434,155,par_async,0,1,16,9079.5255
cube,155,3,11421434,155,par_async,0,2,16,4721.8269
cube,155,3,11421434,155,par_async,0,4,16,2467.2967
cube,155,3,11421434,155,par_async,0,8,16,1191.6550
cube,155,3,11421434,155,par_async,0,16,16,789.5668
cube,155,3,11421434,155,par_async,0,32,16,679.9326
cube,155,3,11421434,155,par_async,0,64,16,414.6022
cube,155,3,11421434,155,par_async,0,128,16,367.2570
cube,155,3,11421434,155,par_async,0,144,16,368.6288
cube,5,4,426,5,nelson_topo_iter,0,1,16,0.1190
cube,5,4,426,5,par_async,0,1,16,0.8611
cube,5,4,426,5,par_async,0,2,16,1.4348
cube,5,4,426,5,par_async,0,4,16,0.8986
cube,5,4,426,5,par_async,0,8,16,0.6972
cube,5,4,426,5,par_async,0,16,16,0.8733
cube,5,4,426,5,par_async,0,32,16,1.0663
cube,5,4,426,5,par_async,0,64,16,1.1437
cube,5,4,426,5,par_async,0,128,16,1.2147
cube,5,4,426,5,par_async,0,144,16,1.5363
cube,55,4,499526,55,nelson_topo_iter,0,1,16,183.1183
cube,55,4,499526,55,par_async,0,1,16,264.1761
cube,55,4,499526,55,par_async,0,2,16,208.3009
cube,55,4,499526,55,par_async,0,4,16,111.6325
cube,55,4,499526,55,par_async,0,8,16,59.3390
cube,55,4,499526,55,par_async,0,16,16,43.7193
cube,55,4,499526,55,par_async,0,32,16,38.3422
cube,55,4,499526,55,par_async,0,64,16,32.8918
cube,55,4,499526,55,par_async,0,128,16,32.6152
cube,55,4,499526,55,par_async,0,144,16,38.7867
cube,105,4,3742826,105,nelson_topo_iter,0,1,16,2551.1750
cube,105,4,3742826,105,par_async,0,1,16,2526.2025
cube,105,4,3742826,105,par_async,0,2,16,1318.2157
cube,105,4,3742826,105,par_async,0,4,16,710.3492
cube,105,4,3742826,105,par_async,0,8,16,398.9924
cube,105,4,3742826,105,par_async,0,16,16,236.8666
cube,105,4,3742826,105,par_async,0,32,16,197.5096
cube,105,4,3742826,105,par_async,0,64,16,130.4209
cube,105,4,3742826,105,par_async,0,128,16,104.7952
cube,105,4,3742826,105,par_async,0,144,16,106.0349
cube,155,4,10238544,155,nelson_topo_iter,0,1,16,7424.8341
cube,155,4,10238544,155,par_async,0,1,16,7240.6599
cube,155,4,10238544,155,par_async,0,2,16,3701.5557
cube,155,4,10238544,155,par_async,0,4,16,1958.9092
cube,155,4,10238544,155,par_async,0,8,16,903.8073
cube,155,4,10238544,155,par_async,0,16,16,615.4451
cube,155,4,10238544,155,par_async,0,32,16,516.4891
cube,155,4,10238544,155,par_async,0,64,16,308.6049
cube,155,4,10238544,155,par_async,0,128,16,256.9835
cube,155,4,10238544,155,par_async,0,144,16,255.2088
cube,5,5,322,5,nelson_topo_iter,0,1,16,0.1647
cube,5,5,322,5,par_async,0,1,16,1.2010
cube,5,5,322,5,par_async,0,2,16,0.7463
cube,5,5,322,5,par_async,0,4,16,0.4793
cube,5,5,322,5,par_async,0,8,16,0.4858
cube,5,5,322,5,par_async,0,16,16,0.4754
cube,5,5,322,5,par_async,0,32,16,0.6355
cube,5,5,322,5,par_async,0,64,16,1.0501
cube,5,5,322,5,par_async,0,128,16,1.2365
