[synthetic_bench] quintic n=19 d=2 classes=9904432 merges=19 ...
[pe] round=  0 work=       38 frontier= 24760990 next=  4952198 consolidate=119.899ms frontier= 56.882ms semisort=353.126ms (keyed= 0.000ms group_by=200.651ms per_group=30.062ms)
[pe] round=  1 work=  4952198 frontier=  4952198 next=  2097152 consolidate= 85.220ms frontier= 26.296ms semisort= 79.160ms (keyed= 0.000ms group_by= 18.544ms per_group=16.254ms)
[pe] round=  2 work=  2097152 frontier=  2097152 next=  1048576 consolidate= 37.001ms frontier= 15.220ms semisort= 37.433ms (keyed= 0.000ms group_by= 14.262ms per_group= 5.018ms)
[pe] round=  3 work=  1048576 frontier=  1048576 next=   757894 consolidate= 30.783ms frontier=  8.651ms semisort= 22.975ms (keyed= 0.000ms group_by=  7.389ms per_group= 6.037ms)
[pe] round=  4 work=   757894 frontier=   757894 next=   524288 consolidate= 14.595ms frontier=  4.152ms semisort= 16.788ms (keyed= 0.000ms group_by=  7.642ms per_group= 2.432ms)
[pe] round=  5 work=   524288 frontier=   524288 next=   262144 consolidate= 10.588ms frontier=  2.763ms semisort=  8.216ms (keyed= 0.000ms group_by=  2.360ms per_group= 1.480ms)
[pe] round=  6 work=   262144 frontier=   262144 next=   131072 consolidate=  5.280ms frontier=  1.750ms semisort=  4.323ms (keyed= 0.000ms group_by=  1.213ms per_group= 0.777ms)
[pe] round=  7 work=   131072 frontier=   131072 next=    65536 consolidate=  2.725ms frontier=  0.933ms semisort=  2.435ms (keyed= 0.000ms group_by=  0.791ms per_group= 0.423ms)
[pe] round=  8 work=    65536 frontier=    65536 next=    32768 consolidate=  1.466ms frontier=  0.613ms semisort=  4.398ms (keyed= 0.000ms group_by=  3.486ms per_group= 0.271ms)
[pe] round=  9 work=    32768 frontier=    32768 next=    16384 consolidate=  0.998ms frontier=  0.407ms semisort=  2.420ms (keyed= 0.000ms group_by=  1.593ms per_group= 0.177ms)
[pe] round= 10 work=    16384 frontier=    16384 next=     8192 consolidate=  2.404ms frontier=  0.277ms semisort=  1.449ms (keyed= 0.000ms group_by=  0.843ms per_group= 0.315ms)
[pe] round= 11 work=     8192 frontier=     8192 next=     4096 consolidate=  1.209ms frontier=  0.311ms semisort=  0.893ms (keyed= 0.000ms group_by=  0.422ms per_group= 0.147ms)
[pe] round= 12 work=     4096 frontier=     4096 next=     2048 consolidate=  0.647ms frontier=  0.189ms semisort=  0.544ms (keyed= 0.000ms group_by=  0.268ms per_group= 0.076ms)
[pe] round= 13 work=     2048 frontier=     2048 next=     1024 consolidate=  0.374ms frontier=  0.114ms semisort=  0.310ms (keyed= 0.000ms group_by=  0.131ms per_group= 0.059ms)
[pe] round= 14 work=     1024 frontier=     1024 next=      512 consolidate=  0.230ms frontier=  0.081ms semisort=  0.229ms (keyed= 0.000ms group_by=  0.080ms per_group= 0.057ms)
[pe] round= 15 work=      512 frontier=      512 next=      256 consolidate=  0.127ms frontier=  0.075ms semisort=  0.158ms (keyed= 0.000ms group_by=  0.045ms per_group= 0.035ms)
[pe] round= 16 work=      256 frontier=      256 next=      128 consolidate=  0.082ms frontier=  0.054ms semisort=  0.122ms (keyed= 0.000ms group_by=  0.038ms per_group= 0.031ms)
