[gates_bench] ./miter-cc-benchmarks/hwmcc12_with_not/6s163-ands-opt.gates ...
  literals=5133510  NOT=2412539  gates=6042399  total_classes=13588448  read=0.079s parse=0.097s build=0.298s
[pe] round=  0 work= 13507445 frontier=  7639846 next=    15676 consolidate=628.886ms frontier= 69.158ms semisort=170.892ms (keyed=29.332ms group_by=  4.625ms per_group=16.827ms)
[pe] round=  1 work=    15676 frontier=   140514 next=    15213 consolidate=  3.247ms frontier=  0.374ms semisort=  6.472ms (keyed= 0.120ms group_by=  2.115ms per_group= 1.643ms)
[pe] round=  2 work=    15213 frontier=    79174 next=     1028 consolidate=  3.026ms frontier=  0.267ms semisort=  4.153ms (keyed= 0.263ms group_by=  1.591ms per_group= 0.493ms)
[pe] round=  3 work=     1028 frontier=    21790 next=      729 consolidate=  0.347ms frontier=  0.069ms semisort=  1.393ms (keyed= 0.137ms group_by=  0.406ms per_group= 0.312ms)
[pe] round=  4 work=      729 frontier=    11103 next=     1581 consolidate=  0.239ms frontier=  0.044ms semisort=  1.027ms (keyed= 0.036ms group_by=  0.219ms per_group= 0.319ms)
[pe] round=  5 work=     1581 frontier=     8676 next=     1320 consolidate=  0.553ms frontier=  0.097ms semisort=  1.149ms (keyed= 0.011ms group_by=  0.574ms per_group= 0.279ms)
[pe] round=  6 work=     1320 frontier=     2863 next=      110 consolidate=  0.430ms frontier=  0.077ms semisort=  0.521ms (keyed= 0.007ms group_by=  0.217ms per_group= 0.147ms)
[pe] round=  7 work=      110 frontier=      579 next=       71 consolidate=  0.077ms frontier=  0.008ms semisort=  0.118ms (keyed= 0.001ms group_by=  0.019ms per_group= 0.032ms)
[pe] round=  8 work=       71 frontier=     1350 next=       36 consolidate=  0.071ms frontier=  0.004ms semisort=  0.161ms (keyed= 0.004ms group_by=  0.037ms per_group= 0.033ms)
[pe] round=  9 work=       36 frontier=      706 next=       14 consolidate=  0.038ms frontier=  0.002ms semisort=  0.069ms (keyed= 0.002ms group_by=  0.019ms per_group= 0.020ms)
[pe] round= 10 work=       14 frontier=       57 next=       13 consolidate=  0.013ms frontier=  0.001ms semisort=  0.021ms (keyed= 0.001ms group_by=  0.003ms per_group= 0.009ms)
[pe] round= 11 work=       13 frontier=       54 next=       11 consolidate=  0.017ms frontier=  0.002ms semisort=  0.012ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.004ms)
