family,n,d,classes,merges,algorithm,trial,parlay_threads,dnc_cutoff,wallclock_ms
cube,5,2,508,5,nelson_simple_inline,0,1,16,0.0323
cube,5,2,508,5,nelson_simple_inline,1,1,16,0.0291
cube,5,2,508,5,nelson_simple_inline,2,1,16,0.0286
cube,5,2,508,5,nelson_simple_inline,3,1,16,0.0290
cube,5,2,508,5,nelson_simple_inline,4,1,16,0.0271
cube,30,2,108058,30,nelson_simple_inline,0,1,16,13.7973
cube,30,2,108058,30,nelson_simple_inline,1,1,16,13.8019
cube,30,2,108058,30,nelson_simple_inline,2,1,16,12.0436
cube,30,2,108058,30,nelson_simple_inline,3,1,16,11.8393
cube,30,2,108058,30,nelson_simple_inline,4,1,16,12.2198
cube,55,2,665608,55,nelson_simple_inline,0,1,16,103.0072
cube,55,2,665608,55,nelson_simple_inline,1,1,16,104.7920
cube,55,2,665608,55,nelson_simple_inline,2,1,16,102.6673
cube,55,2,665608,55,nelson_simple_inline,3,1,16,103.3704
cube,55,2,665608,55,nelson_simple_inline,4,1,16,97.9807
cube,80,2,2048158,80,nelson_simple_inline,0,1,16,398.4172
cube,80,2,2048158,80,nelson_simple_inline,1,1,16,398.0853
cube,80,2,2048158,80,nelson_simple_inline,2,1,16,396.7710
cube,80,2,2048158,80,nelson_simple_inline,3,1,16,385.2498
cube,80,2,2048158,80,nelson_simple_inline,4,1,16,391.3820
cube,105,2,4630708,105,nelson_simple_inline,0,1,16,975.1880
cube,105,2,4630708,105,nelson_simple_inline,1,1,16,966.7980
cube,105,2,4630708,105,nelson_simple_inline,2,1,16,968.1854
cube,105,2,4630708,105,nelson_simple_inline,3,1,16,974.4722
cube,105,2,4630708,105,nelson_simple_inline,4,1,16,953.6054
cube,130,2,8788258,130,nelson_simple_inline,0,1,16,1928.1937
cube,130,2,8788258,130,nelson_simple_inline,1,1,16,1942.3365
cube,130,2,8788258,130,nelson_simple_inline,2,1,16,1924.9643
cube,130,2,8788258,130,nelson_simple_inline,3,1,16,1936.2365
cube,130,2,8788258,130,nelson_simple_inline,4,1,16,1940.8008
cube,155,2,14895808,155,nelson_simple_inline,0,1,16,3764.9860
cube,155,2,14895808,155,nelson_simple_inline,1,1,16,3735.0799
cube,155,2,14895808,155,nelson_simple_inline,2,1,16,3734.5084
cube,155,2,14895808,155,nelson_simple_inline,3,1,16,3735.8995
cube,155,2,14895808,155,nelson_simple_inline,4,1,16,3733.5549
cube,180,2,23328358,180,nelson_simple_inline,0,1,16,5762.1804
cube,180,2,23328358,180,nelson_simple_inline,1,1,16,5742.2290
cube,180,2,23328358,180,nelson_simple_inline,2,1,16,5786.6889
cube,180,2,23328358,180,nelson_simple_inline,3,1,16,5790.5934
cube,180,2,23328358,180,nelson_simple_inline,4,1,16,5766.9578
cube,205,2,34460908,205,nelson_simple_inline,0,1,16,9226.6623
cube,205,2,34460908,205,nelson_simple_inline,1,1,16,9233.4013
cube,205,2,34460908,205,nelson_simple_inline,2,1,16,9260.0651
cube,205,2,34460908,205,nelson_simple_inline,3,1,16,9245.8549
cube,205,2,34460908,205,nelson_simple_inline,4,1,16,9250.1924
cube,5,3,444,5,nelson_simple_inline,0,1,16,0.0286
cube,5,3,444,5,nelson_simple_inline,1,1,16,0.0260
cube,5,3,444,5,nelson_simple_inline,2,1,16,0.0264
cube,5,3,444,5,nelson_simple_inline,3,1,16,0.0258
cube,5,3,444,5,nelson_simple_inline,4,1,16,0.0259
cube,30,3,94370,30,nelson_simple_inline,0,1,16,10.5921
cube,30,3,94370,30,nelson_simple_inline,1,1,16,10.9526
cube,30,3,94370,30,nelson_simple_inline,2,1,16,10.4052
cube,30,3,94370,30,nelson_simple_inline,3,1,16,11.5458
cube,30,3,94370,30,nelson_simple_inline,4,1,16,10.2174
cube,55,3,505288,55,nelson_simple_inline,0,1,16,81.9585
cube,55,3,505288,55,nelson_simple_inline,1,1,16,76.8456
cube,55,3,505288,55,nelson_simple_inline,2,1,16,80.6471
cube,55,3,505288,55,nelson_simple_inline,3,1,16,78.2224
cube,55,3,505288,55,nelson_simple_inline,4,1,16,77.0945
cube,80,3,1548340,80,nelson_simple_inline,0,1,16,270.9610
cube,80,3,1548340,80,nelson_simple_inline,1,1,16,271.9422
cube,80,3,1548340,80,nelson_simple_inline,2,1,16,266.1857
cube,80,3,1548340,80,nelson_simple_inline,3,1,16,272.3195
cube,80,3,1548340,80,nelson_simple_inline,4,1,16,273.1144
cube,105,3,3654956,105,nelson_simple_inline,0,1,16,742.8283
cube,105,3,3654956,105,nelson_simple_inline,1,1,16,742.7756
cube,105,3,3654956,105,nelson_simple_inline,2,1,16,743.9583
cube,105,3,3654956,105,nelson_simple_inline,3,1,16,737.1805
cube,105,3,3654956,105,nelson_simple_inline,4,1,16,734.8645
cube,130,3,7674298,130,nelson_simple_inline,0,1,16,1652.1763
cube,130,3,7674298,130,nelson_simple_inline,1,1,16,1648.7070
cube,130,3,7674298,130,nelson_simple_inline,2,1,16,1642.8200
cube,130,3,7674298,130,nelson_simple_inline,3,1,16,1643.6212
cube,130,3,7674298,130,nelson_simple_inline,4,1,16,1652.5095
cube,155,3,11421434,155,nelson_simple_inline,0,1,16,2342.8265
cube,155,3,11421434,155,nelson_simple_inline,1,1,16,2374.4489
cube,155,3,11421434,155,nelson_simple_inline,2,1,16,2375.3923
cube,155,3,11421434,155,nelson_simple_inline,3,1,16,2354.7639
cube,155,3,11421434,155,nelson_simple_inline,4,1,16,2353.0528
cube,180,3,20652200,180,nelson_simple_inline,0,1,16,4679.8792
cube,180,3,20652200,180,nelson_simple_inline,1,1,16,4690.7229
cube,180,3,20652200,180,nelson_simple_inline,2,1,16,4706.1749
cube,180,3,20652200,180,nelson_simple_inline,3,1,16,4686.5068
cube,180,3,20652200,180,nelson_simple_inline,4,1,16,4682.6875
cube,205,3,30048912,205,nelson_simple_inline,0,1,16,7324.8459
cube,205,3,30048912,205,nelson_simple_inline,1,1,16,7312.3726
cube,205,3,30048912,205,nelson_simple_inline,2,1,16,7342.4990
cube,205,3,30048912,205,nelson_simple_inline,3,1,16,7325.3796
cube,205,3,30048912,205,nelson_simple_inline,4,1,16,7374.7211
cube,5,4,426,5,nelson_simple_inline,0,1,16,0.0275
cube,5,4,426,5,nelson_simple_inline,1,1,16,0.0249
cube,5,4,426,5,nelson_simple_inline,2,1,16,0.0241
cube,5,4,426,5,nelson_simple_inline,3,1,16,0.0236
cube,5,4,426,5,nelson_simple_inline,4,1,16,0.0233
cube,30,4,87998,30,nelson_simple_inline,0,1,16,8.4564
cube,30,4,87998,30,nelson_simple_inline,1,1,16,10.0989
cube,30,4,87998,30,nelson_simple_inline,2,1,16,9.2843
cube,30,4,87998,30,nelson_simple_inline,3,1,16,8.6051
cube,30,4,87998,30,nelson_simple_inline,4,1,16,8.4785
cube,55,4,499526,55,nelson_simple_inline,0,1,16,73.2850
cube,55,4,499526,55,nelson_simple_inline,1,1,16,68.2834
cube,55,4,499526,55,nelson_simple_inline,2,1,16,71.0836
cube,55,4,499526,55,nelson_simple_inline,3,1,16,69.9216
cube,55,4,499526,55,nelson_simple_inline,4,1,16,70.2910
cube,80,4,1706826,80,nelson_simple_inline,0,1,16,290.5003
cube,80,4,1706826,80,nelson_simple_inline,1,1,16,291.0764
cube,80,4,1706826,80,nelson_simple_inline,2,1,16,291.5582
cube,80,4,1706826,80,nelson_simple_inline,3,1,16,285.6997
cube,80,4,1706826,80,nelson_simple_inline,4,1,16,287.7342
cube,105,4,3742826,105,nelson_simple_inline,0,1,16,739.3802
cube,105,4,3742826,105,nelson_simple_inline,1,1,16,742.1565
cube,105,4,3742826,105,nelson_simple_inline,2,1,16,739.7428
cube,105,4,3742826,105,nelson_simple_inline,3,1,16,736.6319
cube,105,4,3742826,105,nelson_simple_inline,4,1,16,731.8590
cube,130,4,6704886,130,nelson_simple_inline,0,1,16,1298.0306
cube,130,4,6704886,130,nelson_simple_inline,1,1,16,1285.6259
cube,130,4,6704886,130,nelson_simple_inline,2,1,16,1295.3999
cube,130,4,6704886,130,nelson_simple_inline,3,1,16,1268.0443
cube,130,4,6704886,130,nelson_simple_inline,4,1,16,1289.4217
cube,155,4,10238544,155,nelson_simple_inline,0,1,16,1963.5645
cube,155,4,10238544,155,nelson_simple_inline,1,1,16,1964.0026
cube,155,4,10238544,155,nelson_simple_inline,2,1,16,1968.9336
cube,155,4,10238544,155,nelson_simple_inline,3,1,16,1972.1034
cube,155,4,10238544,155,nelson_simple_inline,4,1,16,1944.6395
cube,180,4,19830034,180,nelson_simple_inline,0,1,16,4422.9501
cube,180,4,19830034,180,nelson_simple_inline,1,1,16,4403.5418
cube,180,4,19830034,180,nelson_simple_inline,2,1,16,4401.8681
cube,180,4,19830034,180,nelson_simple_inline,3,1,16,4469.1320
cube,180,4,19830034,180,nelson_simple_inline,4,1,16,4543.6808
cube,205,4,26442812,205,nelson_simple_inline,0,1,16,5621.0599
cube,205,4,26442812,205,nelson_simple_inline,1,1,16,5619.6384
cube,205,4,26442812,205,nelson_simple_inline,2,1,16,5592.3503
cube,205,4,26442812,205,nelson_simple_inline,3,1,16,5606.6004
cube,205,4,26442812,205,nelson_simple_inline,4,1,16,5582.5721
cube,5,5,322,5,nelson_simple_inline,0,1,16,0.2786
cube,5,5,322,5,nelson_simple_inline,1,1,16,0.1985
cube,5,5,322,5,nelson_simple_inline,2,1,16,0.1957
cube,5,5,322,5,nelson_simple_inline,3,1,16,0.1946
cube,5,5,322,5,nelson_simple_inline,4,1,16,0.1977
cube,30,5,86872,30,nelson_simple_inline,0,1,16,8.6151
cube,30,5,86872,30,nelson_simple_inline,1,1,16,9.9760
cube,30,5,86872,30,nelson_simple_inline,2,1,16,9.8197
cube,30,5,86872,30,nelson_simple_inline,3,1,16,9.2421
cube,30,5,86872,30,nelson_simple_inline,4,1,16,8.3169
cube,55,5,499672,55,nelson_simple_inline,0,1,16,72.9152
cube,55,5,499672,55,nelson_simple_inline,1,1,16,68.6697
cube,55,5,499672,55,nelson_simple_inline,2,1,16,70.5294
cube,55,5,499672,55,nelson_simple_inline,3,1,16,74.4191
cube,55,5,499672,55,nelson_simple_inline,4,1,16,69.8148
cube,80,5,1594472,80,nelson_simple_inline,0,1,16,259.9466
cube,80,5,1594472,80,nelson_simple_inline,1,1,16,256.4314
cube,80,5,1594472,80,nelson_simple_inline,2,1,16,259.7300
cube,80,5,1594472,80,nelson_simple_inline,3,1,16,259.5048
cube,80,5,1594472,80,nelson_simple_inline,4,1,16,256.6591
cube,105,5,3286772,105,nelson_simple_inline,0,1,16,605.0205
cube,105,5,3286772,105,nelson_simple_inline,1,1,16,608.5881
cube,105,5,3286772,105,nelson_simple_inline,2,1,16,608.1283
cube,105,5,3286772,105,nelson_simple_inline,3,1,16,602.7517
cube,105,5,3286772,105,nelson_simple_inline,4,1,16,607.6380
cube,130,5,7005822,130,nelson_simple_inline,0,1,16,1462.6933
cube,130,5,7005822,130,nelson_simple_inline,1,1,16,1461.3412
cube,130,5,7005822,130,nelson_simple_inline,2,1,16,1459.8336
cube,130,5,7005822,130,nelson_simple_inline,3,1,16,1451.8870
cube,130,5,7005822,130,nelson_simple_inline,4,1,16,1457.0664
cube,155,5,12122372,155,nelson_simple_inline,0,1,16,2473.6610
cube,155,5,12122372,155,nelson_simple_inline,1,1,16,2483.4442
cube,155,5,12122372,155,nelson_simple_inline,2,1,16,2473.6771
cube,155,5,12122372,155,nelson_simple_inline,3,1,16,2482.3801
cube,155,5,12122372,155,nelson_simple_inline,4,1,16,2485.5416
cube,180,5,16536922,180,nelson_simple_inline,0,1,16,3486.5819
cube,180,5,16536922,180,nelson_simple_inline,1,1,16,3454.0455
cube,180,5,16536922,180,nelson_simple_inline,2,1,16,3439.7582
cube,180,5,16536922,180,nelson_simple_inline,3,1,16,3470.0436
cube,180,5,16536922,180,nelson_simple_inline,4,1,16,3448.7929
cube,205,5,22107222,205,nelson_simple_inline,0,1,16,4721.4144
cube,205,5,22107222,205,nelson_simple_inline,1,1,16,4750.8329
cube,205,5,22107222,205,nelson_simple_inline,2,1,16,4702.9416
cube,205,5,22107222,205,nelson_simple_inline,3,1,16,4754.0682
cube,205,5,22107222,205,nelson_simple_inline,4,1,16,4755.3074
