family,n,d,classes,merges,algorithm,trial,parlay_threads,dnc_cutoff,wallclock_ms
cube,5,2,508,5,nelson_topo_iter,0,1,16,0.0799
cube,5,2,508,5,par_async,0,1,16,0.4626
cube,5,2,508,5,par_async,0,2,16,0.4868
cube,5,2,508,5,par_async,0,4,16,0.6254
cube,5,2,508,5,par_async,0,8,16,0.6141
cube,5,2,508,5,par_async,0,16,16,0.7714
cube,5,2,508,5,par_async,0,32,16,0.6252
cube,5,2,508,5,par_async,0,64,16,0.6656
cube,5,2,508,5,par_async,0,128,16,0.6874
cube,55,2,665608,55,nelson_topo_iter,0,1,16,199.8006
cube,55,2,665608,55,par_async,0,1,16,436.6416
cube,55,2,665608,55,par_async,0,2,16,238.3955
cube,55,2,665608,55,par_async,0,4,16,148.1794
cube,55,2,665608,55,par_async,0,8,16,86.0708
cube,55,2,665608,55,par_async,0,16,16,57.7156
cube,55,2,665608,55,par_async,0,32,16,63.3342
cube,55,2,665608,55,par_async,0,64,16,84.3544
cube,55,2,665608,55,par_async,0,128,16,137.0732
cube,105,2,4630708,105,nelson_topo_iter,0,1,16,2105.3454
cube,105,2,4630708,105,par_async,0,1,16,3752.0724
cube,105,2,4630708,105,par_async,0,2,16,1805.0491
cube,105,2,4630708,105,par_async,0,4,16,990.8211
cube,105,2,4630708,105,par_async,0,8,16,559.4959
cube,105,2,4630708,105,par_async,0,16,16,341.1910
cube,105,2,4630708,105,par_async,0,32,16,289.6027
cube,105,2,4630708,105,par_async,0,64,16,294.2568
cube,105,2,4630708,105,par_async,0,128,16,508.4943
cube,155,2,14895808,155,nelson_topo_iter,0,1,16,6999.6764
cube,155,2,14895808,155,par_async,0,1,16,12556.4054
cube,155,2,14895808,155,par_async,0,2,16,5651.1538
cube,155,2,14895808,155,par_async,0,4,16,3077.5427
cube,155,2,14895808,155,par_async,0,8,16,1671.8420
cube,155,2,14895808,155,par_async,0,16,16,971.0860
cube,155,2,14895808,155,par_async,0,32,16,808.3375
cube,155,2,14895808,155,par_async,0,64,16,778.3758
cube,155,2,14895808,155,par_async,0,128,16,821.1377
cube,5,3,444,5,nelson_topo_iter,0,1,16,0.0748
cube,5,3,444,5,par_async,0,1,16,0.4382
cube,5,3,444,5,par_async,0,2,16,0.4580
cube,5,3,444,5,par_async,0,4,16,0.5909
cube,5,3,444,5,par_async,0,8,16,0.4889
cube,5,3,444,5,par_async,0,16,16,0.5255
cube,5,3,444,5,par_async,0,32,16,0.6192
cube,5,3,444,5,par_async,0,64,16,0.5909
cube,5,3,444,5,par_async,0,128,16,0.6267
cube,55,3,505288,55,nelson_topo_iter,0,1,16,141.5564
cube,55,3,505288,55,par_async,0,1,16,232.1609
cube,55,3,505288,55,par_async,0,2,16,140.8723
cube,55,3,505288,55,par_async,0,4,16,90.4932
cube,55,3,505288,55,par_async,0,8,16,52.6463
cube,55,3,505288,55,par_async,0,16,16,39.6133
cube,55,3,505288,55,par_async,0,32,16,41.7757
cube,55,3,505288,55,par_async,0,64,16,47.0979
cube,55,3,505288,55,par_async,0,128,16,79.8809
cube,105,3,3654956,105,nelson_topo_iter,0,1,16,1621.1665
cube,105,3,3654956,105,par_async,0,1,16,2173.7006
cube,105,3,3654956,105,par_async,0,2,16,1185.8774
cube,105,3,3654956,105,par_async,0,4,16,678.5857
cube,105,3,3654956,105,par_async,0,8,16,355.9380
cube,105,3,3654956,105,par_async,0,16,16,229.7571
cube,105,3,3654956,105,par_async,0,32,16,193.0344
cube,105,3,3654956,105,par_async,0,64,16,222.8984
cube,105,3,3654956,105,par_async,0,128,16,334.3505
cube,155,3,11421434,155,nelson_topo_iter,0,1,16,5554.0382
cube,155,3,11421434,155,par_async,0,1,16,7666.4804
cube,155,3,11421434,155,par_async,0,2,16,3885.2396
cube,155,3,11421434,155,par_async,0,4,16,2058.3911
cube,155,3,11421434,155,par_async,0,8,16,1092.8796
cube,155,3,11421434,155,par_async,0,16,16,654.4967
cube,155,3,11421434,155,par_async,0,32,16,507.4538
cube,155,3,11421434,155,par_async,0,64,16,483.0754
cube,155,3,11421434,155,par_async,0,128,16,625.8400
cube,5,4,426,5,nelson_topo_iter,0,1,16,0.0740
cube,5,4,426,5,par_async,0,1,16,0.4273
cube,5,4,426,5,par_async,0,2,16,0.4582
cube,5,4,426,5,par_async,0,4,16,0.4800
cube,5,4,426,5,par_async,0,8,16,0.6345
cube,5,4,426,5,par_async,0,16,16,0.5339
cube,5,4,426,5,par_async,0,32,16,0.6129
cube,5,4,426,5,par_async,0,64,16,0.6035
cube,5,4,426,5,par_async,0,128,16,0.5647
cube,55,4,499526,55,nelson_topo_iter,0,1,16,165.5016
cube,55,4,499526,55,par_async,0,1,16,214.9814
cube,55,4,499526,55,par_async,0,2,16,136.0600
cube,55,4,499526,55,par_async,0,4,16,84.8649
cube,55,4,499526,55,par_async,0,8,16,50.4938
cube,55,4,499526,55,par_async,0,16,16,36.9127
cube,55,4,499526,55,par_async,0,32,16,42.4365
cube,55,4,499526,55,par_async,0,64,16,49.2863
cube,55,4,499526,55,par_async,0,128,16,89.1567
cube,105,4,3742826,105,nelson_topo_iter,0,1,16,1661.3089
cube,105,4,3742826,105,par_async,0,1,16,2105.5164
cube,105,4,3742826,105,par_async,0,2,16,1148.7048
cube,105,4,3742826,105,par_async,0,4,16,659.5217
cube,105,4,3742826,105,par_async,0,8,16,351.5543
cube,105,4,3742826,105,par_async,0,16,16,233.1796
cube,105,4,3742826,105,par_async,0,32,16,195.9959
cube,105,4,3742826,105,par_async,0,64,16,217.8942
cube,105,4,3742826,105,par_async,0,128,16,326.7961
cube,155,4,10238544,155,nelson_topo_iter,0,1,16,4817.8818
cube,155,4,10238544,155,par_async,0,1,16,5933.9523
cube,155,4,10238544,155,par_async,0,2,16,3057.4529
cube,155,4,10238544,155,par_async,0,4,16,1642.4389
cube,155,4,10238544,155,par_async,0,8,16,887.5637
cube,155,4,10238544,155,par_async,0,16,16,493.5594
cube,155,4,10238544,155,par_async,0,32,16,381.1760
cube,155,4,10238544,155,par_async,0,64,16,357.8558
cube,155,4,10238544,155,par_async,0,128,16,446.1012
cube,5,5,322,5,nelson_topo_iter,0,1,16,0.0596
cube,5,5,322,5,par_async,0,1,16,0.4173
cube,5,5,322,5,par_async,0,2,16,0.4391
cube,5,5,322,5,par_async,0,4,16,0.4613
cube,5,5,322,5,par_async,0,8,16,0.5789
cube,5,5,322,5,par_async,0,16,16,0.6042
cube,5,5,322,5,par_async,0,32,16,0.6791
cube,5,5,322,5,par_async,0,64,16,0.5423
cube,5,5,322,5,par_async,0,128,16,0.6370
cube,55,5,499672,55,nelson_topo_iter,0,1,16,164.7566
cube,55,5,499672,55,par_async,0,1,16,195.7822
cube,55,5,499672,55,par_async,0,2,16,128.9257
cube,55,5,499672,55,par_async,0,4,16,77.9976
cube,55,5,499672,55,par_async,0,8,16,47.5778
cube,55,5,499672,55,par_async,0,16,16,34.1751
cube,55,5,499672,55,par_async,0,32,16,37.6214
cube,55,5,499672,55,par_async,0,64,16,52.5792
cube,55,5,499672,55,par_async,0,128,16,102.6554
cube,105,5,3286772,105,nelson_topo_iter,0,1,16,1432.4446
cube,105,5,3286772,105,par_async,0,1,16,1594.2348
cube,105,5,3286772,105,par_async,0,2,16,921.9612
cube,105,5,3286772,105,par_async,0,4,16,520.3487
cube,105,5,3286772,105,par_async,0,8,16,281.4620
cube,105,5,3286772,105,par_async,0,16,16,182.0676
cube,105,5,3286772,105,par_async,0,32,16,156.5095
cube,105,5,3286772,105,par_async,0,64,16,170.4687
cube,105,5,3286772,105,par_async,0,128,16,260.8053
cube,155,5,12122372,155,nelson_topo_iter,0,1,16,5709.7818
cube,155,5,12122372,155,par_async,0,1,16,6862.1700
cube,155,5,12122372,155,par_async,0,2,16,3509.3890
cube,155,5,12122372,155,par_async,0,4,16,1905.0953
cube,155,5,12122372,155,par_async,0,8,16,1035.6586
cube,155,5,12122372,155,par_async,0,16,16,601.1239
cube,155,5,12122372,155,par_async,0,32,16,456.9813
cube,155,5,12122372,155,par_async,0,64,16,433.2680
cube,155,5,12122372,155,par_async,0,128,16,532.0034
