family,n,d,classes,merges,algorithm,trial,parlay_threads,dnc_cutoff,wallclock_ms
quartic,25,2,1562548,25,nelson_topo_iter,0,1,16,697.4178
quartic,25,2,1562548,25,par_async,0,1,16,1251.3638
quartic,25,2,1562548,25,par_async,0,2,16,584.4995
quartic,25,2,1562548,25,par_async,0,4,16,340.6218
quartic,25,2,1562548,25,par_async,0,8,16,194.2496
quartic,25,2,1562548,25,par_async,0,16,16,131.9088
quartic,25,2,1562548,25,par_async,0,32,16,122.2287
quartic,25,2,1562548,25,par_async,0,64,16,167.6330
quartic,25,2,1562548,25,par_async,0,128,16,228.7026
quartic,45,2,16402588,45,nelson_topo_iter,0,1,16,7615.7508
quartic,45,2,16402588,45,par_async,0,1,16,14919.9369
quartic,45,2,16402588,45,par_async,0,2,16,6565.4689
quartic,45,2,16402588,45,par_async,0,4,16,3548.0235
quartic,45,2,16402588,45,par_async,0,8,16,1854.4972
quartic,45,2,16402588,45,par_async,0,16,16,1032.2331
quartic,45,2,16402588,45,par_async,0,32,16,816.5660
quartic,45,2,16402588,45,par_async,0,64,16,711.1497
quartic,45,2,16402588,45,par_async,0,128,16,782.0250
quintic,12,2,995350,12,nelson_topo_iter,0,1,16,377.4250
quintic,12,2,995350,12,par_async,0,1,16,741.3454
quintic,12,2,995350,12,par_async,0,2,16,362.6794
quintic,12,2,995350,12,par_async,0,4,16,216.7215
quintic,12,2,995350,12,par_async,0,8,16,123.0186
quintic,12,2,995350,12,par_async,0,16,16,82.7666
quintic,12,2,995350,12,par_async,0,32,16,79.0371
quintic,12,2,995350,12,par_async,0,64,16,92.1416
quintic,12,2,995350,12,par_async,0,128,16,150.7193
quintic,18,2,7558306,18,nelson_topo_iter,0,1,16,3493.6235
quintic,18,2,7558306,18,par_async,0,1,16,6946.5537
quintic,18,2,7558306,18,par_async,0,2,16,3178.4628
quintic,18,2,7558306,18,par_async,0,4,16,1710.0722
quintic,18,2,7558306,18,par_async,0,8,16,902.0210
quintic,18,2,7558306,18,par_async,0,16,16,522.9326
quintic,18,2,7558306,18,par_async,0,32,16,405.3131
quintic,18,2,7558306,18,par_async,0,64,16,425.7764
quintic,18,2,7558306,18,par_async,0,128,16,563.4732
mixed_depth,30,2,108058,60,nelson_topo_iter,0,1,16,28.0399
mixed_depth,30,2,108058,60,par_async,0,1,16,59.7764
mixed_depth,30,2,108058,60,par_async,0,2,16,48.3479
mixed_depth,30,2,108058,60,par_async,0,4,16,35.8480
mixed_depth,30,2,108058,60,par_async,0,8,16,22.9311
mixed_depth,30,2,108058,60,par_async,0,16,16,18.1604
mixed_depth,30,2,108058,60,par_async,0,32,16,18.5477
mixed_depth,30,2,108058,60,par_async,0,64,16,24.3756
mixed_depth,30,2,108058,60,par_async,0,128,16,66.6275
mixed_depth,50,2,500098,100,nelson_topo_iter,0,1,16,232.5607
mixed_depth,50,2,500098,100,par_async,0,1,16,437.1714
mixed_depth,50,2,500098,100,par_async,0,2,16,240.4112
mixed_depth,50,2,500098,100,par_async,0,4,16,146.9712
mixed_depth,50,2,500098,100,par_async,0,8,16,89.1066
mixed_depth,50,2,500098,100,par_async,0,16,16,56.9412
mixed_depth,50,2,500098,100,par_async,0,32,16,54.0767
mixed_depth,50,2,500098,100,par_async,0,64,16,64.7233
mixed_depth,50,2,500098,100,par_async,0,128,16,117.1116
mixed_depth,80,2,2048158,160,nelson_topo_iter,0,1,16,1300.7285
mixed_depth,80,2,2048158,160,par_async,0,1,16,1973.8402
mixed_depth,80,2,2048158,160,par_async,0,2,16,1000.3332
mixed_depth,80,2,2048158,160,par_async,0,4,16,563.6929
mixed_depth,80,2,2048158,160,par_async,0,8,16,323.6131
mixed_depth,80,2,2048158,160,par_async,0,16,16,224.9572
mixed_depth,80,2,2048158,160,par_async,0,32,16,190.9892
mixed_depth,80,2,2048158,160,par_async,0,64,16,197.6844
mixed_depth,80,2,2048158,160,par_async,0,128,16,281.8979
mixed_depth,110,2,5324218,220,nelson_topo_iter,0,1,16,3664.5429
mixed_depth,110,2,5324218,220,par_async,0,1,16,5845.9725
mixed_depth,110,2,5324218,220,par_async,0,2,16,2916.4735
mixed_depth,110,2,5324218,220,par_async,0,4,16,1633.5869
mixed_depth,110,2,5324218,220,par_async,0,8,16,902.5123
mixed_depth,110,2,5324218,220,par_async,0,16,16,534.2148
mixed_depth,110,2,5324218,220,par_async,0,32,16,401.9390
mixed_depth,110,2,5324218,220,par_async,0,64,16,400.3400
mixed_depth,110,2,5324218,220,par_async,0,128,16,661.2672
mixed_depth,145,2,12194788,290,nelson_topo_iter,0,1,16,8745.9270
mixed_depth,145,2,12194788,290,par_async,0,1,16,13978.7046
mixed_depth,145,2,12194788,290,par_async,0,2,16,6616.2208
mixed_depth,145,2,12194788,290,par_async,0,4,16,3735.8882
mixed_depth,145,2,12194788,290,par_async,0,8,16,2029.1445
mixed_depth,145,2,12194788,290,par_async,0,16,16,1161.9981
mixed_depth,145,2,12194788,290,par_async,0,32,16,839.2009
mixed_depth,145,2,12194788,290,par_async,0,64,16,719.9231
mixed_depth,145,2,12194788,290,par_async,0,128,16,822.9541
