family,n,d,classes,merges,algorithm,trial,parlay_threads,dnc_cutoff,wallclock_ms
cube,5,2,508,5,nelson_simple,0,1,16,0.0356
cube,5,2,508,5,nelson_simple,1,1,16,0.0326
cube,5,2,508,5,nelson_simple,2,1,16,0.0325
cube,5,2,508,5,nelson_simple,3,1,16,0.0324
cube,5,2,508,5,nelson_simple,4,1,16,0.0325
cube,5,2,508,5,par_close,0,1,16,0.2921
cube,5,2,508,5,par_close,1,1,16,0.2889
cube,5,2,508,5,par_close,2,1,16,0.2801
cube,5,2,508,5,par_close,3,1,16,0.2762
cube,5,2,508,5,par_close,4,1,16,0.2752
cube,5,2,508,5,par_async,0,1,16,0.0900
cube,5,2,508,5,par_async,1,1,16,0.0822
cube,5,2,508,5,par_async,2,1,16,0.0808
cube,5,2,508,5,par_async,3,1,16,0.0791
cube,5,2,508,5,par_async,4,1,16,0.0812
cube,5,2,508,5,par_close,0,2,16,0.3682
cube,5,2,508,5,par_close,1,2,16,0.2977
cube,5,2,508,5,par_close,2,2,16,0.4332
cube,5,2,508,5,par_close,3,2,16,0.2926
cube,5,2,508,5,par_close,4,2,16,0.3634
cube,5,2,508,5,par_async,0,2,16,0.0861
cube,5,2,508,5,par_async,1,2,16,0.0855
cube,5,2,508,5,par_async,2,2,16,0.0846
cube,5,2,508,5,par_async,3,2,16,0.0842
cube,5,2,508,5,par_async,4,2,16,0.0850
cube,5,2,508,5,par_close,0,4,16,0.4328
cube,5,2,508,5,par_close,1,4,16,0.3000
cube,5,2,508,5,par_close,2,4,16,0.3213
cube,5,2,508,5,par_close,3,4,16,0.3605
cube,5,2,508,5,par_close,4,4,16,0.2942
cube,5,2,508,5,par_async,0,4,16,0.0892
cube,5,2,508,5,par_async,1,4,16,0.0869
cube,5,2,508,5,par_async,2,4,16,0.0868
cube,5,2,508,5,par_async,3,4,16,0.0859
cube,5,2,508,5,par_async,4,4,16,0.0858
cube,5,2,508,5,par_close,0,8,16,0.3262
cube,5,2,508,5,par_close,1,8,16,0.3063
cube,5,2,508,5,par_close,2,8,16,0.3834
cube,5,2,508,5,par_close,3,8,16,0.2960
cube,5,2,508,5,par_close,4,8,16,0.3120
cube,5,2,508,5,par_async,0,8,16,0.0833
cube,5,2,508,5,par_async,1,8,16,0.0848
cube,5,2,508,5,par_async,2,8,16,0.0827
cube,5,2,508,5,par_async,3,8,16,0.0826
cube,5,2,508,5,par_async,4,8,16,0.0812
cube,5,2,508,5,par_close,0,16,16,0.3916
cube,5,2,508,5,par_close,1,16,16,0.3196
cube,5,2,508,5,par_close,2,16,16,0.4377
cube,5,2,508,5,par_close,3,16,16,0.3016
cube,5,2,508,5,par_close,4,16,16,0.3090
cube,5,2,508,5,par_async,0,16,16,0.0905
cube,5,2,508,5,par_async,1,16,16,0.0888
cube,5,2,508,5,par_async,2,16,16,0.0863
cube,5,2,508,5,par_async,3,16,16,0.0888
cube,5,2,508,5,par_async,4,16,16,0.0871
cube,5,2,508,5,par_close,0,32,16,0.5710
cube,5,2,508,5,par_close,1,32,16,0.7359
cube,5,2,508,5,par_close,2,32,16,0.4024
cube,5,2,508,5,par_close,3,32,16,0.3169
cube,5,2,508,5,par_close,4,32,16,0.3088
cube,5,2,508,5,par_async,0,32,16,0.0857
cube,5,2,508,5,par_async,1,32,16,0.0834
cube,5,2,508,5,par_async,2,32,16,0.0824
cube,5,2,508,5,par_async,3,32,16,0.0831
cube,5,2,508,5,par_async,4,32,16,0.0796
cube,5,2,508,5,par_close,0,64,16,0.6276
cube,5,2,508,5,par_close,1,64,16,0.4908
cube,5,2,508,5,par_close,2,64,16,0.3593
cube,5,2,508,5,par_close,3,64,16,0.3720
cube,5,2,508,5,par_close,4,64,16,0.3709
cube,5,2,508,5,par_async,0,64,16,0.1049
cube,5,2,508,5,par_async,1,64,16,0.1036
cube,5,2,508,5,par_async,2,64,16,0.1024
cube,5,2,508,5,par_async,3,64,16,0.1015
cube,5,2,508,5,par_async,4,64,16,0.1019
cube,5,2,508,5,par_close,0,96,16,0.9442
cube,5,2,508,5,par_close,1,96,16,0.8022
cube,5,2,508,5,par_close,2,96,16,0.4872
cube,5,2,508,5,par_close,3,96,16,0.3700
cube,5,2,508,5,par_close,4,96,16,0.3664
cube,5,2,508,5,par_async,0,96,16,0.1172
cube,5,2,508,5,par_async,1,96,16,0.1022
cube,5,2,508,5,par_async,2,96,16,0.0920
cube,5,2,508,5,par_async,3,96,16,0.1101
cube,5,2,508,5,par_async,4,96,16,0.1056
cube,5,2,508,5,par_close,0,128,16,1.5479
cube,5,2,508,5,par_close,1,128,16,0.8130
cube,5,2,508,5,par_close,2,128,16,0.8750
cube,5,2,508,5,par_close,3,128,16,0.5767
cube,5,2,508,5,par_close,4,128,16,0.5643
cube,5,2,508,5,par_async,0,128,16,0.1175
cube,5,2,508,5,par_async,1,128,16,0.1055
cube,5,2,508,5,par_async,2,128,16,0.0989
cube,5,2,508,5,par_async,3,128,16,0.1165
cube,5,2,508,5,par_async,4,128,16,0.1027
cube,5,2,508,5,par_close,0,192,16,1.6071
cube,5,2,508,5,par_close,1,192,16,1.3327
cube,5,2,508,5,par_close,2,192,16,0.8197
cube,5,2,508,5,par_close,3,192,16,0.7736
cube,5,2,508,5,par_close,4,192,16,0.6438
cube,5,2,508,5,par_async,0,192,16,0.0998
cube,5,2,508,5,par_async,1,192,16,0.1236
cube,5,2,508,5,par_async,2,192,16,0.1073
cube,5,2,508,5,par_async,3,192,16,0.1114
cube,5,2,508,5,par_async,4,192,16,0.1080
cube,30,2,108058,30,nelson_simple,0,1,16,16.9278
cube,30,2,108058,30,nelson_simple,1,1,16,16.3750
cube,30,2,108058,30,nelson_simple,2,1,16,17.6911
cube,30,2,108058,30,nelson_simple,3,1,16,16.9928
cube,30,2,108058,30,nelson_simple,4,1,16,16.4951
cube,30,2,108058,30,par_close,0,1,16,68.9783
cube,30,2,108058,30,par_close,1,1,16,70.2628
cube,30,2,108058,30,par_close,2,1,16,70.6665
cube,30,2,108058,30,par_close,3,1,16,71.3797
cube,30,2,108058,30,par_close,4,1,16,71.9586
cube,30,2,108058,30,par_async,0,1,16,25.4674
cube,30,2,108058,30,par_async,1,1,16,25.5340
cube,30,2,108058,30,par_async,2,1,16,25.5427
cube,30,2,108058,30,par_async,3,1,16,25.5429
cube,30,2,108058,30,par_async,4,1,16,25.4905
cube,30,2,108058,30,par_close,0,2,16,55.1852
cube,30,2,108058,30,par_close,1,2,16,53.9719
cube,30,2,108058,30,par_close,2,2,16,55.8585
cube,30,2,108058,30,par_close,3,2,16,56.2379
cube,30,2,108058,30,par_close,4,2,16,56.3932
cube,30,2,108058,30,par_async,0,2,16,17.7553
cube,30,2,108058,30,par_async,1,2,16,17.8355
cube,30,2,108058,30,par_async,2,2,16,18.1280
cube,30,2,108058,30,par_async,3,2,16,17.9051
cube,30,2,108058,30,par_async,4,2,16,18.3086
cube,30,2,108058,30,par_close,0,4,16,37.3503
cube,30,2,108058,30,par_close,1,4,16,38.2234
cube,30,2,108058,30,par_close,2,4,16,38.2982
cube,30,2,108058,30,par_close,3,4,16,38.0927
cube,30,2,108058,30,par_close,4,4,16,37.7030
cube,30,2,108058,30,par_async,0,4,16,14.0659
cube,30,2,108058,30,par_async,1,4,16,13.9732
cube,30,2,108058,30,par_async,2,4,16,14.5181
cube,30,2,108058,30,par_async,3,4,16,14.0208
cube,30,2,108058,30,par_async,4,4,16,13.9597
cube,30,2,108058,30,par_close,0,8,16,23.9189
cube,30,2,108058,30,par_close,1,8,16,24.8741
cube,30,2,108058,30,par_close,2,8,16,24.8602
cube,30,2,108058,30,par_close,3,8,16,24.8300
cube,30,2,108058,30,par_close,4,8,16,24.3018
cube,30,2,108058,30,par_async,0,8,16,10.7034
cube,30,2,108058,30,par_async,1,8,16,10.4275
cube,30,2,108058,30,par_async,2,8,16,10.5813
cube,30,2,108058,30,par_async,3,8,16,10.6321
cube,30,2,108058,30,par_async,4,8,16,10.5573
cube,30,2,108058,30,par_close,0,16,16,15.4804
cube,30,2,108058,30,par_close,1,16,16,15.8091
cube,30,2,108058,30,par_close,2,16,16,15.9662
cube,30,2,108058,30,par_close,3,16,16,15.5775
cube,30,2,108058,30,par_close,4,16,16,15.3878
cube,30,2,108058,30,par_async,0,16,16,7.6911
cube,30,2,108058,30,par_async,1,16,16,7.5224
cube,30,2,108058,30,par_async,2,16,16,7.4589
cube,30,2,108058,30,par_async,3,16,16,7.4708
cube,30,2,108058,30,par_async,4,16,16,7.5567
cube,30,2,108058,30,par_close,0,32,16,11.4103
cube,30,2,108058,30,par_close,1,32,16,10.9774
cube,30,2,108058,30,par_close,2,32,16,11.0247
cube,30,2,108058,30,par_close,3,32,16,11.1086
cube,30,2,108058,30,par_close,4,32,16,11.0276
cube,30,2,108058,30,par_async,0,32,16,6.1200
cube,30,2,108058,30,par_async,1,32,16,6.1178
cube,30,2,108058,30,par_async,2,32,16,6.1542
cube,30,2,108058,30,par_async,3,32,16,6.1340
cube,30,2,108058,30,par_async,4,32,16,6.1529
cube,30,2,108058,30,par_close,0,64,16,11.1349
cube,30,2,108058,30,par_close,1,64,16,10.5158
cube,30,2,108058,30,par_close,2,64,16,10.4938
cube,30,2,108058,30,par_close,3,64,16,10.0068
cube,30,2,108058,30,par_close,4,64,16,10.0702
cube,30,2,108058,30,par_async,0,64,16,5.9927
cube,30,2,108058,30,par_async,1,64,16,5.9500
cube,30,2,108058,30,par_async,2,64,16,6.0485
cube,30,2,108058,30,par_async,3,64,16,6.0707
cube,30,2,108058,30,par_async,4,64,16,6.0111
cube,30,2,108058,30,par_close,0,96,16,11.2254
cube,30,2,108058,30,par_close,1,96,16,10.9579
cube,30,2,108058,30,par_close,2,96,16,10.7231
cube,30,2,108058,30,par_close,3,96,16,10.4157
cube,30,2,108058,30,par_close,4,96,16,10.3965
cube,30,2,108058,30,par_async,0,96,16,6.2088
cube,30,2,108058,30,par_async,1,96,16,6.1933
cube,30,2,108058,30,par_async,2,96,16,6.2030
cube,30,2,108058,30,par_async,3,96,16,6.1352
cube,30,2,108058,30,par_async,4,96,16,6.2371
cube,30,2,108058,30,par_close,0,128,16,11.8424
cube,30,2,108058,30,par_close,1,128,16,11.3389
cube,30,2,108058,30,par_close,2,128,16,11.1848
cube,30,2,108058,30,par_close,3,128,16,10.7063
cube,30,2,108058,30,par_close,4,128,16,10.7550
cube,30,2,108058,30,par_async,0,128,16,6.4653
cube,30,2,108058,30,par_async,1,128,16,6.4162
cube,30,2,108058,30,par_async,2,128,16,6.3156
cube,30,2,108058,30,par_async,3,128,16,6.3777
cube,30,2,108058,30,par_async,4,128,16,6.2727
cube,30,2,108058,30,par_close,0,192,16,12.2705
cube,30,2,108058,30,par_close,1,192,16,12.0348
cube,30,2,108058,30,par_close,2,192,16,11.5552
cube,30,2,108058,30,par_close,3,192,16,11.3824
cube,30,2,108058,30,par_close,4,192,16,11.0145
cube,30,2,108058,30,par_async,0,192,16,6.8438
cube,30,2,108058,30,par_async,1,192,16,6.9208
cube,30,2,108058,30,par_async,2,192,16,6.9070
cube,30,2,108058,30,par_async,3,192,16,6.7640
cube,30,2,108058,30,par_async,4,192,16,6.8762
cube,55,2,665608,55,nelson_simple,0,1,16,127.2140
cube,55,2,665608,55,nelson_simple,1,1,16,129.8183
cube,55,2,665608,55,nelson_simple,2,1,16,129.4930
cube,55,2,665608,55,nelson_simple,3,1,16,128.6713
cube,55,2,665608,55,nelson_simple,4,1,16,130.0483
cube,55,2,665608,55,par_close,0,1,16,451.1893
cube,55,2,665608,55,par_close,1,1,16,451.4479
cube,55,2,665608,55,par_close,2,1,16,450.7667
cube,55,2,665608,55,par_close,3,1,16,448.4107
cube,55,2,665608,55,par_close,4,1,16,452.0396
cube,55,2,665608,55,par_async,0,1,16,180.4003
cube,55,2,665608,55,par_async,1,1,16,180.1006
cube,55,2,665608,55,par_async,2,1,16,179.5916
cube,55,2,665608,55,par_async,3,1,16,180.0433
cube,55,2,665608,55,par_async,4,1,16,180.4245
cube,55,2,665608,55,par_close,0,2,16,271.6829
cube,55,2,665608,55,par_close,1,2,16,271.0066
cube,55,2,665608,55,par_close,2,2,16,269.7695
cube,55,2,665608,55,par_close,3,2,16,272.0538
cube,55,2,665608,55,par_close,4,2,16,269.7804
cube,55,2,665608,55,par_async,0,2,16,101.3223
cube,55,2,665608,55,par_async,1,2,16,101.8113
cube,55,2,665608,55,par_async,2,2,16,100.0124
cube,55,2,665608,55,par_async,3,2,16,100.7971
cube,55,2,665608,55,par_async,4,2,16,101.0084
cube,55,2,665608,55,par_close,0,4,16,166.1200
cube,55,2,665608,55,par_close,1,4,16,164.9864
cube,55,2,665608,55,par_close,2,4,16,163.9337
cube,55,2,665608,55,par_close,3,4,16,163.8953
cube,55,2,665608,55,par_close,4,4,16,161.8383
