workload,leaves,fns,nodes,merges,depth,algorithm,trial,parlay_threads,dnc_cutoff,wallclock_ms
XL,50000,16,2000000,200000,3,nelson_simple,0,1,16,617.6066
XL,50000,16,2000000,200000,3,nelson_simple,1,1,16,621.3259
XL,50000,16,2000000,200000,3,nelson_simple,2,1,16,607.5920
XL,50000,16,2000000,200000,3,nelson_simple,3,1,16,624.0704
XL,50000,16,2000000,200000,3,nelson_simple,4,1,16,618.8786
XL,50000,16,2000000,200000,3,par_parents,0,1,16,672.4674
XL,50000,16,2000000,200000,3,par_parents,1,1,16,670.3592
XL,50000,16,2000000,200000,3,par_parents,2,1,16,670.5906
XL,50000,16,2000000,200000,3,par_parents,3,1,16,668.3579
XL,50000,16,2000000,200000,3,par_parents,4,1,16,672.1787
XL,50000,16,2000000,200000,3,par_filter,0,1,16,406.7676
XL,50000,16,2000000,200000,3,par_filter,1,1,16,405.4322
XL,50000,16,2000000,200000,3,par_filter,2,1,16,405.3648
XL,50000,16,2000000,200000,3,par_filter,3,1,16,404.5560
XL,50000,16,2000000,200000,3,par_filter,4,1,16,405.3240
XL,50000,16,2000000,200000,3,par_parents,0,2,16,375.5480
XL,50000,16,2000000,200000,3,par_parents,1,2,16,375.5716
XL,50000,16,2000000,200000,3,par_parents,2,2,16,374.5507
XL,50000,16,2000000,200000,3,par_parents,3,2,16,375.0486
XL,50000,16,2000000,200000,3,par_parents,4,2,16,375.3303
XL,50000,16,2000000,200000,3,par_filter,0,2,16,224.0449
XL,50000,16,2000000,200000,3,par_filter,1,2,16,222.4166
XL,50000,16,2000000,200000,3,par_filter,2,2,16,222.0992
XL,50000,16,2000000,200000,3,par_filter,3,2,16,222.7526
XL,50000,16,2000000,200000,3,par_filter,4,2,16,222.3743
XL,50000,16,2000000,200000,3,par_parents,0,4,16,210.4094
XL,50000,16,2000000,200000,3,par_parents,1,4,16,208.0110
XL,50000,16,2000000,200000,3,par_parents,2,4,16,204.8677
XL,50000,16,2000000,200000,3,par_parents,3,4,16,206.0725
XL,50000,16,2000000,200000,3,par_parents,4,4,16,205.4384
XL,50000,16,2000000,200000,3,par_filter,0,4,16,114.1615
XL,50000,16,2000000,200000,3,par_filter,1,4,16,114.1672
XL,50000,16,2000000,200000,3,par_filter,2,4,16,114.9405
XL,50000,16,2000000,200000,3,par_filter,3,4,16,114.7898
XL,50000,16,2000000,200000,3,par_filter,4,4,16,114.3538
XL,50000,16,2000000,200000,3,par_parents,0,8,16,127.8990
XL,50000,16,2000000,200000,3,par_parents,1,8,16,126.6314
XL,50000,16,2000000,200000,3,par_parents,2,8,16,126.4931
XL,50000,16,2000000,200000,3,par_parents,3,8,16,125.4233
XL,50000,16,2000000,200000,3,par_parents,4,8,16,125.3064
XL,50000,16,2000000,200000,3,par_filter,0,8,16,65.2925
XL,50000,16,2000000,200000,3,par_filter,1,8,16,65.0587
XL,50000,16,2000000,200000,3,par_filter,2,8,16,64.8119
XL,50000,16,2000000,200000,3,par_filter,3,8,16,64.7327
XL,50000,16,2000000,200000,3,par_filter,4,8,16,64.2370
XL,50000,16,2000000,200000,3,par_parents,0,16,16,78.5673
XL,50000,16,2000000,200000,3,par_parents,1,16,16,77.0907
XL,50000,16,2000000,200000,3,par_parents,2,16,16,78.2729
XL,50000,16,2000000,200000,3,par_parents,3,16,16,81.2599
XL,50000,16,2000000,200000,3,par_parents,4,16,16,78.0628
XL,50000,16,2000000,200000,3,par_filter,0,16,16,33.7696
XL,50000,16,2000000,200000,3,par_filter,1,16,16,33.9515
XL,50000,16,2000000,200000,3,par_filter,2,16,16,33.7905
XL,50000,16,2000000,200000,3,par_filter,3,16,16,33.7449
XL,50000,16,2000000,200000,3,par_filter,4,16,16,34.1501
XL,50000,16,2000000,200000,3,par_parents,0,32,16,56.0575
XL,50000,16,2000000,200000,3,par_parents,1,32,16,57.2368
XL,50000,16,2000000,200000,3,par_parents,2,32,16,55.8195
XL,50000,16,2000000,200000,3,par_parents,3,32,16,57.1791
XL,50000,16,2000000,200000,3,par_parents,4,32,16,57.6877
XL,50000,16,2000000,200000,3,par_filter,0,32,16,20.1758
XL,50000,16,2000000,200000,3,par_filter,1,32,16,19.5631
XL,50000,16,2000000,200000,3,par_filter,2,32,16,19.5401
XL,50000,16,2000000,200000,3,par_filter,3,32,16,19.1789
XL,50000,16,2000000,200000,3,par_filter,4,32,16,20.3391
XL,50000,16,2000000,200000,3,par_parents,0,64,16,57.9169
XL,50000,16,2000000,200000,3,par_parents,1,64,16,56.3285
XL,50000,16,2000000,200000,3,par_parents,2,64,16,57.0878
XL,50000,16,2000000,200000,3,par_parents,3,64,16,56.6117
XL,50000,16,2000000,200000,3,par_parents,4,64,16,55.2558
XL,50000,16,2000000,200000,3,par_filter,0,64,16,18.6570
XL,50000,16,2000000,200000,3,par_filter,1,64,16,19.0725
XL,50000,16,2000000,200000,3,par_filter,2,64,16,17.8738
XL,50000,16,2000000,200000,3,par_filter,3,64,16,18.1172
