[gates_bench] /ocean/projects/cis230065p/ashah12/parallel_benchmarks/miter-cc-benchmarks/hwmcc12/6s163-xits-opt.gates ...
  literals=3833469  NOT=1115222  gates=2924897  total_classes=7873588  read=0.032s parse=0.044s build=0.388s
[pe] round=  0 work=  7743032 frontier=  5852063 next=    24065 consolidate=705.188ms frontier= 61.449ms semisort=377.092ms (keyed= 5.412ms group_by= 81.791ms per_group=35.442ms)
[pe] round=  1 work=    24065 frontier=   161360 next=    16558 consolidate=  6.301ms frontier=  0.467ms semisort= 15.532ms (keyed= 0.116ms group_by=  4.940ms per_group= 3.477ms)
[pe] round=  2 work=    16558 frontier=    55375 next=     1307 consolidate=  4.712ms frontier=  0.395ms semisort=  5.954ms (keyed= 0.121ms group_by=  1.632ms per_group= 0.698ms)
[pe] round=  3 work=     1307 frontier=    21015 next=      920 consolidate=  0.594ms frontier=  0.104ms semisort=  2.067ms (keyed= 0.058ms group_by=  0.556ms per_group= 0.344ms)
[pe] round=  4 work=      920 frontier=    11670 next=     1826 consolidate=  0.430ms frontier=  0.083ms semisort=  1.377ms (keyed= 0.031ms group_by=  0.293ms per_group= 0.329ms)
[pe] round=  5 work=     1826 frontier=     6410 next=      421 consolidate=  0.863ms frontier=  0.097ms semisort=  1.764ms (keyed= 0.026ms group_by=  1.044ms per_group= 0.186ms)
[pe] round=  6 work=      421 frontier=     1459 next=      150 consolidate=  0.245ms frontier=  0.037ms semisort=  0.475ms (keyed= 0.013ms group_by=  0.187ms per_group= 0.109ms)
[pe] round=  7 work=      150 frontier=      290 next=      115 consolidate=  0.107ms frontier=  0.021ms semisort=  0.121ms (keyed= 0.002ms group_by=  0.015ms per_group= 0.039ms)
[pe] round=  8 work=      115 frontier=     1233 next=      138 consolidate=  0.077ms frontier=  0.016ms semisort=  0.376ms (keyed= 0.005ms group_by=  0.140ms per_group= 0.066ms)
[pe] round=  9 work=      138 frontier=      787 next=       39 consolidate=  0.105ms frontier=  0.021ms semisort=  0.212ms (keyed= 0.007ms group_by=  0.043ms per_group= 0.045ms)
[pe] round= 10 work=       39 frontier=      110 next=       38 consolidate=  0.044ms frontier=  0.006ms semisort=  0.062ms (keyed= 0.002ms group_by=  0.008ms per_group= 0.021ms)
[pe] round= 11 work=       38 frontier=      455 next=       40 consolidate=  0.049ms frontier=  0.005ms semisort=  0.316ms (keyed= 0.004ms group_by=  0.211ms per_group= 0.030ms)
[pe] round= 12 work=       40 frontier=      253 next=       16 consolidate=  0.047ms frontier=  0.007ms semisort=  0.080ms (keyed= 0.003ms group_by=  0.013ms per_group= 0.020ms)
[pe] round= 13 work=       16 frontier=       49 next=       13 consolidate=  0.023ms frontier=  0.004ms semisort=  0.036ms (keyed= 0.001ms group_by=  0.004ms per_group= 0.014ms)
[pe] round= 14 work=       13 frontier=      230 next=       12 consolidate=  0.018ms frontier=  0.004ms semisort=  0.064ms (keyed= 0.001ms group_by=  0.014ms per_group= 0.019ms)
[pe] round= 15 work=       12 frontier=      114 next=        5 consolidate=  0.021ms frontier=  0.002ms semisort=  0.046ms (keyed= 0.002ms group_by=  0.005ms per_group= 0.013ms)
[pe] round= 16 work=        5 frontier=       10 next=        5 consolidate=  0.013ms frontier=  0.002ms semisort=  0.010ms (keyed= 0.001ms group_by=  0.001ms per_group= 0.004ms)
[pe] round= 17 work=        5 frontier=      287 next=        6 consolidate=  0.009ms frontier=  0.001ms semisort=  0.113ms (keyed= 0.001ms group_by=  0.047ms per_group= 0.016ms)
[pe] round= 18 work=        6 frontier=      140 next=        4 consolidate=  0.011ms frontier=  0.002ms semisort=  0.053ms (keyed= 0.002ms group_by=  0.013ms per_group= 0.015ms)
[pe] round= 19 work=        4 frontier=        6 next=        3 consolidate=  0.011ms frontier=  0.002ms semisort=  0.006ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 20 work=        3 frontier=        6 next=        3 consolidate=  0.008ms frontier=  0.001ms semisort=  0.005ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 21 work=        3 frontier=       24 next=        4 consolidate=  0.008ms frontier=  0.001ms semisort=  0.025ms (keyed= 0.001ms group_by=  0.002ms per_group= 0.010ms)
